"date" "yr" "mon" "d" "TX" "TN" "TG"
"690" 1983-05-29 1983 5 29 3 -3 0
"691" 1983-05-30 1983 5 30 -2 -10 -6
"692" 1983-05-31 1983 5 31 -3 -11 -7
"693" 1983-06-01 1983 6 1 0 -3 -1.5
"694" 1983-06-02 1983 6 2 1 -5 -2
"695" 1983-06-03 1983 6 3 4 -5 -0.5
"696" 1983-06-04 1983 6 4 6 -6 0
"697" 1983-06-05 1983 6 5 -2 -8 -5
"698" 1983-06-06 1983 6 6 2 -8 -3
"699" 1983-06-07 1983 6 7 3 -4 -0.5
"700" 1983-06-08 1983 6 8 8 -2 3
"701" 1983-06-09 1983 6 9 6 -1 2.5
"702" 1983-06-10 1983 6 10 4 -2 1
"703" 1983-06-11 1983 6 11 7 0 3.5
"704" 1983-06-12 1983 6 12 3 -7 -2
"705" 1983-06-13 1983 6 13 -4 -8 -6
"706" 1983-06-14 1983 6 14 3 -8 -2.5
"707" 1983-06-15 1983 6 15 5 -3 1
"708" 1983-06-16 1983 6 16 6 0 3
"709" 1983-06-17 1983 6 17 6 -1 2.5
"710" 1983-06-18 1983 6 18 11 3 7
"711" 1983-06-19 1983 6 19 12 5 8.5
"712" 1983-06-20 1983 6 20 12 4 8
"713" 1983-06-21 1983 6 21 14 5 9.5
"714" 1983-06-22 1983 6 22 12 3 7.5
"715" 1983-06-23 1983 6 23 9 4 6.5
"716" 1983-06-24 1983 6 24 11 2 6.5
"717" 1983-06-25 1983 6 25 10 0 5
"718" 1983-06-26 1983 6 26 3 0 1.5
"719" 1983-06-27 1983 6 27 4 -1 1.5
"720" 1983-06-28 1983 6 28 7 0 3.5
"721" 1983-06-29 1983 6 29 8 0 4
"722" 1983-06-30 1983 6 30 10 5 7.5
"723" 1983-07-01 1983 7 1 12 4 8
"724" 1983-07-02 1983 7 2 12 4 8
"725" 1983-07-03 1983 7 3 5 0 2.5
"726" 1983-07-04 1983 7 4 9 -1 4
"727" 1983-07-05 1983 7 5 14 0 7
"728" 1983-07-06 1983 7 6 16 7 11.5
"729" 1983-07-07 1983 7 7 16 6 11
"730" 1983-07-08 1983 7 8 14 5 9.5
"731" 1983-07-09 1983 7 9 15 6 10.5
"732" 1983-07-10 1983 7 10 12 2 7
"733" 1983-07-11 1983 7 11 8 1 4.5
"734" 1983-07-12 1983 7 12 12 3 7.5
"735" 1983-07-13 1983 7 13 14 5 9.5
"736" 1983-07-14 1983 7 14 14 6 10
"737" 1983-07-15 1983 7 15 13 3 8
"738" 1983-07-16 1983 7 16 9 1 5
"739" 1983-07-17 1983 7 17 15 6 10.5
"740" 1983-07-18 1983 7 18 15 5 10
"741" 1983-07-19 1983 7 19 15 6 10.5
"742" 1983-07-20 1983 7 20 16 6 11
"743" 1983-07-21 1983 7 21 11 4 7.5
"744" 1983-07-22 1983 7 22 12 4 8
"745" 1983-07-23 1983 7 23 11 4 7.5
"746" 1983-07-24 1983 7 24 12 5 8.5
"747" 1983-07-25 1983 7 25 13 5 9
"748" 1983-07-26 1983 7 26 10 5 7.5
"749" 1983-07-27 1983 7 27 11 4 7.5
"750" 1983-07-28 1983 7 28 11 4 7.5
"751" 1983-07-29 1983 7 29 13 6 9.5
"752" 1983-07-30 1983 7 30 13 4 8.5
"753" 1983-07-31 1983 7 31 12 3 7.5
"754" 1983-08-01 1983 8 1 12 6 9
"755" 1983-08-02 1983 8 2 13 6 9.5
"756" 1983-08-03 1983 8 3 11 5 8
"757" 1983-08-04 1983 8 4 12 6 9
"758" 1983-08-05 1983 8 5 14 6 10
"759" 1983-08-06 1983 8 6 12 5 8.5
"760" 1983-08-07 1983 8 7 15 6 10.5
"761" 1983-08-08 1983 8 8 15 5 10
"762" 1983-08-09 1983 8 9 17 5 11
"763" 1983-08-10 1983 8 10 15 3 9
"764" 1983-08-11 1983 8 11 15 7 11
"765" 1983-08-12 1983 8 12 11 5 8
"766" 1983-08-13 1983 8 13 9 4 6.5
"767" 1983-08-14 1983 8 14 15 4 9.5
"768" 1983-08-15 1983 8 15 14 6 10
"769" 1983-08-16 1983 8 16 15 6 10.5
"770" 1983-08-17 1983 8 17 15 6 10.5
"771" 1983-08-18 1983 8 18 15 6 10.5
"772" 1983-08-19 1983 8 19 12 4 8
"773" 1983-08-20 1983 8 20 13 6 9.5
"774" 1983-08-21 1983 8 21 14 4 9
"775" 1983-08-22 1983 8 22 13 4 8.5
"776" 1983-08-23 1983 8 23 13 4 8.5
"777" 1983-08-24 1983 8 24 11 4 7.5
"778" 1983-08-25 1983 8 25 14 5 9.5
"779" 1983-08-26 1983 8 26 11 4 7.5
"780" 1983-08-27 1983 8 27 13 2 7.5
"781" 1983-08-28 1983 8 28 12 2 7
"782" 1983-08-29 1983 8 29 11 4 7.5
"783" 1983-08-30 1983 8 30 12 3 7.5
"784" 1983-08-31 1983 8 31 9 2 5.5
"785" 1983-09-01 1983 9 1 15 4 9.5
"786" 1983-09-02 1983 9 2 15 6 10.5
"787" 1983-09-03 1983 9 3 14 4 9
"788" 1983-09-04 1983 9 4 7 2 4.5
"789" 1983-09-05 1983 9 5 9 2 5.5
"790" 1983-09-06 1983 9 6 12 5 8.5
"791" 1983-09-07 1983 9 7 15 4 9.5
"792" 1983-09-08 1983 9 8 11 5 8
"793" 1983-09-09 1983 9 9 13 3 8
"794" 1983-09-10 1983 9 10 10 1 5.5
"795" 1983-09-11 1983 9 11 11 -3 4
"796" 1983-09-12 1983 9 12 11 -4 3.5
"797" 1983-09-13 1983 9 13 11 0 5.5
"798" 1983-09-14 1983 9 14 7 -1 3
"799" 1983-09-15 1983 9 15 8 1 4.5
"800" 1983-09-16 1983 9 16 10 4 7
"801" 1983-09-17 1983 9 17 11 3 7
"802" 1983-09-18 1983 9 18 11 3 7
"803" 1983-09-19 1983 9 19 9 -10 -0.5
"804" 1983-09-20 1983 9 20 -5 -14 -9.5
"805" 1983-09-21 1983 9 21 3 -9 -3
"806" 1983-09-22 1983 9 22 6 -3 1.5
"807" 1983-09-23 1983 9 23 8 -1 3.5
"808" 1983-09-24 1983 9 24 6 -1 2.5
"809" 1983-09-25 1983 9 25 8 -2 3
"810" 1983-09-26 1983 9 26 9 -3 3
"811" 1983-09-27 1983 9 27 10 0 5
"812" 1983-09-28 1983 9 28 5 -2 1.5
"813" 1983-09-29 1983 9 29 5 -2 1.5
"814" 1983-09-30 1983 9 30 8 -2 3
"815" 1983-10-01 1983 10 1 4 -2 1
"816" 1983-10-02 1983 10 2 4 -7 -1.5
"817" 1983-10-03 1983 10 3 -3 -9 -6
"818" 1983-10-04 1983 10 4 0 -9 -4.5
"819" 1983-10-05 1983 10 5 4 -5 -0.5
"820" 1983-10-06 1983 10 6 6 -3 1.5
"821" 1983-10-07 1983 10 7 6 -3 1.5
"822" 1983-10-08 1983 10 8 3 -4 -0.5
"823" 1983-10-09 1983 10 9 6 -2 2
"824" 1983-10-10 1983 10 10 0 -7 -3.5
"825" 1983-10-11 1983 10 11 -7 -9 -8
"826" 1983-10-12 1983 10 12 -5 -10 -7.5
"827" 1983-10-13 1983 10 13 4 -7 -1.5
"828" 1983-10-14 1983 10 14 -1 -9 -5
"829" 1983-10-15 1983 10 15 -7 -10 -8.5
"830" 1983-10-16 1983 10 16 -1 -10 -5.5
"831" 1983-10-17 1983 10 17 0 -7 -3.5
"832" 1983-10-18 1983 10 18 -2 -7 -4.5
"833" 1983-10-19 1983 10 19 3 -13 -5
"834" 1983-10-20 1983 10 20 7 -7 0
"835" 1983-10-21 1983 10 21 7 -3 2
"836" 1983-10-22 1983 10 22 2 -3 -0.5
"837" 1983-10-23 1983 10 23 4 -2 1
"838" 1983-10-24 1983 10 24 -1 -9 -5
"839" 1983-10-25 1983 10 25 3 -8 -2.5
"840" 1983-10-26 1983 10 26 1 -6 -2.5
"841" 1983-10-27 1983 10 27 4 -2 1
"842" 1983-10-28 1983 10 28 1 -7 -3
"843" 1983-10-29 1983 10 29 1 -5 -2
"844" 1983-10-30 1983 10 30 1 -5 -2
"845" 1983-10-31 1983 10 31 0 -4 -2
"846" 1983-11-01 1983 11 1 0 -6 -3
"847" 1983-11-02 1983 11 2 2 -6 -2
"848" 1983-11-03 1983 11 3 1 -6 -2.5
"849" 1983-11-04 1983 11 4 6 -3 1.5
"850" 1983-11-05 1983 11 5 2 -6 -2
"851" 1983-11-06 1983 11 6 0 -6 -3
"852" 1983-11-07 1983 11 7 3 -3 0
"853" 1983-11-08 1983 11 8 1 -16 -7.5
"854" 1983-11-09 1983 11 9 -9 -18 -13.5
"855" 1983-11-10 1983 11 10 -4 -10 -7
"856" 1983-11-11 1983 11 11 -3 -8 -5.5
"857" 1983-11-12 1983 11 12 -8 -11 -9.5
"858" 1983-11-13 1983 11 13 -7 -13 -10
"859" 1983-11-14 1983 11 14 -9 -15 -12
"860" 1983-11-15 1983 11 15 -7 -14 -10.5
"861" 1983-11-16 1983 11 16 -6 -10 -8
"862" 1983-11-17 1983 11 17 -4 -9 -6.5
"863" 1983-11-18 1983 11 18 -7 -16 -11.5
"864" 1983-11-19 1983 11 19 -16 -17 -16.5
"865" 1983-11-20 1983 11 20 -10 -15 -12.5
"866" 1983-11-21 1983 11 21 -10 -17 -13.5
"867" 1983-11-22 1983 11 22 -15 -22 -18.5
"868" 1983-11-23 1983 11 23 -21 -24 -22.5
"869" 1983-11-24 1983 11 24 -8 -21 -14.5
"870" 1983-11-25 1983 11 25 -3 -12 -7.5
"871" 1983-11-26 1983 11 26 -11 -21 -16
"872" 1983-11-27 1983 11 27 -15 -17 -16
"873" 1983-11-28 1983 11 28 -18 -20 -19
"874" 1983-11-29 1983 11 29 -16 -21 -18.5
"875" 1983-11-30 1983 11 30 -10 -21 -15.5
"876" 1983-12-01 1983 12 1 -9 -11 -10
"877" 1983-12-02 1983 12 2 -5 -13 -9
"878" 1983-12-03 1983 12 3 -9 -15 -12
"879" 1983-12-04 1983 12 4 -9 -19 -14
"880" 1983-12-05 1983 12 5 -19 -22 -20.5
"881" 1983-12-06 1983 12 6 -16 -24 -20
"882" 1983-12-07 1983 12 7 -10 -15 -12.5
"883" 1983-12-08 1983 12 8 -10 -12 -11
"884" 1983-12-09 1983 12 9 -8 -12 -10
"885" 1983-12-10 1983 12 10 -11 -13 -12
"886" 1983-12-11 1983 12 11 -5 -13 -9
"887" 1983-12-12 1983 12 12 -8 -16 -12
"888" 1983-12-13 1983 12 13 -16 -19 -17.5
"889" 1983-12-14 1983 12 14 -18 -20 -19
"890" 1983-12-15 1983 12 15 -17 -20 -18.5
"891" 1983-12-16 1983 12 16 -15 -19 -17
"892" 1983-12-17 1983 12 17 -11 -17 -14
"893" 1983-12-18 1983 12 18 -15 -18 -16.5
"894" 1983-12-19 1983 12 19 -13 -17 -15
"895" 1983-12-20 1983 12 20 -13 -26 -19.5
"896" 1983-12-21 1983 12 21 -25 -27 -26
"897" 1983-12-22 1983 12 22 -17 -25 -21
"898" 1983-12-23 1983 12 23 -21 -25 -23
"899" 1983-12-24 1983 12 24 -9 -22 -15.5
"900" 1983-12-25 1983 12 25 -7 -9 -8
"901" 1983-12-26 1983 12 26 -8 -9 -8.5
"902" 1983-12-27 1983 12 27 -8 -21 -14.5
"903" 1983-12-28 1983 12 28 -18 -23 -20.5
"904" 1983-12-29 1983 12 29 -12 -22 -17
"905" 1983-12-30 1983 12 30 -5 -12 -8.5
"906" 1983-12-31 1983 12 31 -6 -14 -10
"907" 1984-01-01 1984 1 1 -11 -15 -13
"908" 1984-01-02 1984 1 2 -4 -14 -9
"909" 1984-01-03 1984 1 3 -1 -6 -3.5
"910" 1984-01-04 1984 1 4 1 -7 -3
"911" 1984-01-05 1984 1 5 0 -6 -3
"912" 1984-01-06 1984 1 6 -4 -7 -5.5
"913" 1984-01-07 1984 1 7 0 -8 -4
"914" 1984-01-08 1984 1 8 -4 -9 -6.5
"915" 1984-01-09 1984 1 9 -9 -17 -13
"916" 1984-01-10 1984 1 10 -8 -16 -12
"917" 1984-01-11 1984 1 11 -8 -17 -12.5
"918" 1984-01-12 1984 1 12 -16 -20 -18
"919" 1984-01-13 1984 1 13 -14 -20 -17
"920" 1984-01-14 1984 1 14 -10 -21 -15.5
"921" 1984-01-15 1984 1 15 -16 -20 -18
"922" 1984-01-16 1984 1 16 -16 -20 -18
"923" 1984-01-17 1984 1 17 -21 -28 -24.5
"924" 1984-01-18 1984 1 18 -22 -31 -26.5
"925" 1984-01-19 1984 1 19 -19 -25 -22
"926" 1984-01-20 1984 1 20 -12 -25 -18.5
"927" 1984-01-21 1984 1 21 -9 -14 -11.5
"928" 1984-01-22 1984 1 22 -11 -17 -14
"929" 1984-01-23 1984 1 23 -15 -17 -16
"930" 1984-01-24 1984 1 24 -12 -18 -15
"931" 1984-01-25 1984 1 25 -7 -12 -9.5
"932" 1984-01-26 1984 1 26 -10 -16 -13
"933" 1984-01-27 1984 1 27 -12 -17 -14.5
"934" 1984-01-28 1984 1 28 -8 -12 -10
"935" 1984-01-29 1984 1 29 -10 -12 -11
"936" 1984-01-30 1984 1 30 -4 -11 -7.5
"937" 1984-01-31 1984 1 31 -4 -8 -6
"938" 1984-02-01 1984 2 1 -3 -12 -7.5
"939" 1984-02-02 1984 2 2 -10 -18 -14
"940" 1984-02-03 1984 2 3 -10 -14 -12
"941" 1984-02-04 1984 2 4 -10 -14 -12
"942" 1984-02-05 1984 2 5 -6 -12 -9
"943" 1984-02-06 1984 2 6 -1 -8 -4.5
"944" 1984-02-07 1984 2 7 -8 -14 -11
"945" 1984-02-08 1984 2 8 -5 -18 -11.5
"946" 1984-02-09 1984 2 9 -11 -16 -13.5
"947" 1984-02-10 1984 2 10 -5 -13 -9
"948" 1984-02-11 1984 2 11 -13 -20 -16.5
"949" 1984-02-12 1984 2 12 -12 -21 -16.5
"950" 1984-02-13 1984 2 13 -6 -12 -9
"951" 1984-02-14 1984 2 14 -5 -15 -10
"952" 1984-02-15 1984 2 15 -14 -17 -15.5
"953" 1984-02-16 1984 2 16 -6 -16 -11
"954" 1984-02-17 1984 2 17 -8 -21 -14.5
"955" 1984-02-18 1984 2 18 -17 -21 -19
"956" 1984-02-19 1984 2 19 -15 -23 -19
"957" 1984-02-20 1984 2 20 -9 -18 -13.5
"958" 1984-02-21 1984 2 21 -1 -8 -4.5
"959" 1984-02-22 1984 2 22 -7 -21 -14
"960" 1984-02-23 1984 2 23 -16 -22 -19
"961" 1984-02-24 1984 2 24 -12 -18 -15
"962" 1984-02-25 1984 2 25 -10 -17 -13.5
"963" 1984-02-26 1984 2 26 -13 -22 -17.5
"964" 1984-02-27 1984 2 27 -14 -21 -17.5
"965" 1984-02-28 1984 2 28 -7 -14 -10.5
"966" 1984-02-29 1984 2 29 -7 -10 -8.5
"967" 1984-03-01 1984 3 1 -9 -12 -10.5
"968" 1984-03-02 1984 3 2 -8 -13 -10.5
"969" 1984-03-03 1984 3 3 -11 -20 -15.5
"970" 1984-03-04 1984 3 4 -17 -26 -21.5
"971" 1984-03-05 1984 3 5 -19 -25 -22
"972" 1984-03-06 1984 3 6 -16 -20 -18
"973" 1984-03-07 1984 3 7 -13 -17 -15
"974" 1984-03-08 1984 3 8 -9 -15 -12
"975" 1984-03-09 1984 3 9 -9 -13 -11
"976" 1984-03-10 1984 3 10 -8 -14 -11
"977" 1984-03-11 1984 3 11 -6 -14 -10
"978" 1984-03-12 1984 3 12 -11 -15 -13
"979" 1984-03-13 1984 3 13 -7 -12 -9.5
"980" 1984-03-14 1984 3 14 -5 -9 -7
"981" 1984-03-15 1984 3 15 -6 -11 -8.5
"982" 1984-03-16 1984 3 16 -5 -15 -10
"983" 1984-03-17 1984 3 17 -4 -14 -9
"984" 1984-03-18 1984 3 18 -10 -14 -12
"985" 1984-03-19 1984 3 19 -11 -15 -13
"986" 1984-03-20 1984 3 20 -6 -13 -9.5
"987" 1984-03-21 1984 3 21 -1 -8 -4.5
"988" 1984-03-22 1984 3 22 -6 -13 -9.5
"989" 1984-03-23 1984 3 23 -2 -12 -7
"990" 1984-03-24 1984 3 24 -3 -9 -6
"991" 1984-03-25 1984 3 25 -6 -15 -10.5
"992" 1984-03-26 1984 3 26 -7 -16 -11.5
"993" 1984-03-27 1984 3 27 -10 -20 -15
"994" 1984-03-28 1984 3 28 -9 -19 -14
"995" 1984-03-29 1984 3 29 -7 -16 -11.5
"996" 1984-03-30 1984 3 30 -6 -16 -11
"997" 1984-03-31 1984 3 31 -5 -13 -9
"998" 1984-04-01 1984 4 1 -6 -15 -10.5
"999" 1984-04-02 1984 4 2 -12 -16 -14
"1000" 1984-04-03 1984 4 3 -14 -18 -16
"1001" 1984-04-04 1984 4 4 -6 -19 -12.5
"1002" 1984-04-05 1984 4 5 -3 -11 -7
"1003" 1984-04-06 1984 4 6 -3 -10 -6.5
"1004" 1984-04-07 1984 4 7 -5 -12 -8.5
"1005" 1984-04-08 1984 4 8 -3 -13 -8
"1006" 1984-04-09 1984 4 9 0 -11 -5.5
"1007" 1984-04-10 1984 4 10 -4 -12 -8
"1008" 1984-04-11 1984 4 11 -9 -18 -13.5
"1009" 1984-04-12 1984 4 12 -11 -20 -15.5
"1010" 1984-04-13 1984 4 13 -13 -16 -14.5
"1011" 1984-04-14 1984 4 14 -8 -16 -12
"1012" 1984-04-15 1984 4 15 2 -12 -5
"1013" 1984-04-16 1984 4 16 2 -7 -2.5
"1014" 1984-04-17 1984 4 17 5 -3 1
"1015" 1984-04-18 1984 4 18 -2 -7 -4.5
"1016" 1984-04-19 1984 4 19 -2 -7 -4.5
"1017" 1984-04-20 1984 4 20 -8 -15 -11.5
"1018" 1984-04-21 1984 4 21 -11 -18 -14.5
"1019" 1984-04-22 1984 4 22 -7 -18 -12.5
"1020" 1984-04-23 1984 4 23 -4 -10 -7
"1021" 1984-04-24 1984 4 24 -3 -8 -5.5
"1022" 1984-04-25 1984 4 25 -2 -14 -8
"1023" 1984-04-26 1984 4 26 -14 -17 -15.5
"1024" 1984-04-27 1984 4 27 -16 -19 -17.5
"1025" 1984-04-28 1984 4 28 -6 -17 -11.5
"1026" 1984-04-29 1984 4 29 -10 -15 -12.5
"1027" 1984-04-30 1984 4 30 -7 -15 -11
"1028" 1984-05-01 1984 5 1 -4 -9 -6.5
"1029" 1984-05-02 1984 5 2 -4 -10 -7
"1030" 1984-05-03 1984 5 3 -5 -12 -8.5
"1031" 1984-05-04 1984 5 4 -7 -10 -8.5
"1032" 1984-05-05 1984 5 5 -4 -9 -6.5
"1033" 1984-05-06 1984 5 6 -8 -14 -11
"1034" 1984-05-07 1984 5 7 -9 -16 -12.5
"1035" 1984-05-08 1984 5 8 -4 -12 -8
"1036" 1984-05-09 1984 5 9 3 -6 -1.5
"1037" 1984-05-10 1984 5 10 4 -1 1.5
"1038" 1984-05-11 1984 5 11 4 -2 1
"1039" 1984-05-12 1984 5 12 5 0 2.5
"1040" 1984-05-13 1984 5 13 10 0 5
"1041" 1984-05-14 1984 5 14 12 0 6
"1042" 1984-05-15 1984 5 15 10 0 5
"1043" 1984-05-16 1984 5 16 4 -2 1
"1044" 1984-05-17 1984 5 17 5 -3 1
"1045" 1984-05-18 1984 5 18 3 -5 -1
"1046" 1984-05-19 1984 5 19 3 -4 -0.5
"1047" 1984-05-20 1984 5 20 6 -1 2.5
"1048" 1984-05-21 1984 5 21 6 -1 2.5
"1049" 1984-05-22 1984 5 22 3 -3 0
"1050" 1984-05-23 1984 5 23 10 1 5.5
"1051" 1984-05-24 1984 5 24 9 -4 2.5
"1052" 1984-05-25 1984 5 25 -2 -6 -4
"1053" 1984-05-26 1984 5 26 4 -5 -0.5
"1054" 1984-05-27 1984 5 27 2 -7 -2.5
"1055" 1984-05-28 1984 5 28 4 -9 -2.5
"1056" 1984-05-29 1984 5 29 9 1 5
"1057" 1984-05-30 1984 5 30 11 1 6
"1058" 1984-05-31 1984 5 31 6 0 3
"1059" 1984-06-01 1984 6 1 2 -4 -1
"1060" 1984-06-02 1984 6 2 5 -5 0
"1061" 1984-06-03 1984 6 3 7 -3 2
"1062" 1984-06-04 1984 6 4 3 -5 -1
"1063" 1984-06-05 1984 6 5 5 -5 0
"1064" 1984-06-06 1984 6 6 0 -7 -3.5
"1065" 1984-06-07 1984 6 7 -2 -5 -3.5
"1066" 1984-06-08 1984 6 8 1 -7 -3
"1067" 1984-06-09 1984 6 9 -4 -8 -6
"1068" 1984-06-10 1984 6 10 2 -7 -2.5
"1069" 1984-06-11 1984 6 11 7 0 3.5
"1070" 1984-06-12 1984 6 12 7 2 4.5
"1071" 1984-06-13 1984 6 13 10 1 5.5
"1072" 1984-06-14 1984 6 14 13 2 7.5
"1073" 1984-06-15 1984 6 15 11 2 6.5
"1074" 1984-06-16 1984 6 16 8 0 4
"1075" 1984-06-17 1984 6 17 6 -2 2
"1076" 1984-06-18 1984 6 18 9 0 4.5
"1077" 1984-06-19 1984 6 19 9 2 5.5
"1078" 1984-06-20 1984 6 20 11 2 6.5
"1079" 1984-06-21 1984 6 21 13 3 8
"1080" 1984-06-22 1984 6 22 12 4 8
"1081" 1984-06-23 1984 6 23 9 0 4.5
"1082" 1984-06-24 1984 6 24 11 2 6.5
"1083" 1984-06-25 1984 6 25 8 3 5.5
"1084" 1984-06-26 1984 6 26 10 2 6
"1085" 1984-06-27 1984 6 27 11 3 7
"1086" 1984-06-28 1984 6 28 14 4 9
"1087" 1984-06-29 1984 6 29 15 5 10
"1088" 1984-06-30 1984 6 30 13 2 7.5
"1089" 1984-07-01 1984 7 1 11 2 6.5
"1090" 1984-07-02 1984 7 2 14 5 9.5
"1091" 1984-07-03 1984 7 3 12 4 8
"1092" 1984-07-04 1984 7 4 12 0 6
"1093" 1984-07-05 1984 7 5 14 5 9.5
"1094" 1984-07-06 1984 7 6 16 5 10.5
"1095" 1984-07-07 1984 7 7 15 4 9.5
"1096" 1984-07-08 1984 7 8 14 7 10.5
"1097" 1984-07-09 1984 7 9 12 4 8
"1098" 1984-07-10 1984 7 10 10 2 6
"1099" 1984-07-11 1984 7 11 11 1 6
"1100" 1984-07-12 1984 7 12 15 5 10
"1101" 1984-07-13 1984 7 13 12 4 8
"1102" 1984-07-14 1984 7 14 11 4 7.5
"1103" 1984-07-15 1984 7 15 17 4 10.5
"1104" 1984-07-16 1984 7 16 14 4 9
"1105" 1984-07-17 1984 7 17 12 3 7.5
"1106" 1984-07-18 1984 7 18 14 4 9
"1107" 1984-07-19 1984 7 19 15 6 10.5
"1108" 1984-07-20 1984 7 20 15 6 10.5
"1109" 1984-07-21 1984 7 21 15 6 10.5
"1110" 1984-07-22 1984 7 22 12 4 8
"1111" 1984-07-23 1984 7 23 12 4 8
"1112" 1984-07-24 1984 7 24 13 5 9
"1113" 1984-07-25 1984 7 25 9 4 6.5
"1114" 1984-07-26 1984 7 26 8 3 5.5
"1115" 1984-07-27 1984 7 27 12 3 7.5
"1116" 1984-07-28 1984 7 28 11 3 7
"1117" 1984-07-29 1984 7 29 13 2 7.5
"1118" 1984-07-30 1984 7 30 11 5 8
"1119" 1984-07-31 1984 7 31 7 3 5
"1120" 1984-08-01 1984 8 1 12 3 7.5
"1121" 1984-08-02 1984 8 2 11 3 7
"1122" 1984-08-03 1984 8 3 12 4 8
"1123" 1984-08-04 1984 8 4 13 3 8
"1124" 1984-08-05 1984 8 5 12 3 7.5
"1125" 1984-08-06 1984 8 6 10 4 7
"1126" 1984-08-07 1984 8 7 10 4 7
"1127" 1984-08-08 1984 8 8 11 3 7
"1128" 1984-08-09 1984 8 9 11 3 7
"1129" 1984-08-10 1984 8 10 12 3 7.5
"1130" 1984-08-11 1984 8 11 13 3 8
"1131" 1984-08-12 1984 8 12 4 4 4
"1132" 1984-08-13 1984 8 13 14 4 9
"1133" 1984-08-14 1984 8 14 13 6 9.5
"1134" 1984-08-15 1984 8 15 12 4 8
"1135" 1984-08-16 1984 8 16 13 6 9.5
"1136" 1984-08-17 1984 8 17 14 6 10
"1137" 1984-08-18 1984 8 18 12 5 8.5
"1138" 1984-08-19 1984 8 19 12 6 9
"1139" 1984-08-20 1984 8 20 9 3 6
"1140" 1984-08-21 1984 8 21 7 3 5
"1141" 1984-08-22 1984 8 22 10 3 6.5
"1142" 1984-08-23 1984 8 23 10 5 7.5
"1143" 1984-08-24 1984 8 24 9 1 5
"1144" 1984-08-25 1984 8 25 10 1 5.5
"1145" 1984-08-26 1984 8 26 10 3 6.5
"1146" 1984-08-27 1984 8 27 13 4 8.5
"1147" 1984-08-28 1984 8 28 13 6 9.5
"1148" 1984-08-29 1984 8 29 12 5 8.5
"1149" 1984-08-30 1984 8 30 15 5 10
"1150" 1984-08-31 1984 8 31 13 2 7.5
"1151" 1984-09-01 1984 9 1 6 -2 2
"1152" 1984-09-02 1984 9 2 9 -4 2.5
"1153" 1984-09-03 1984 9 3 10 2 6
"1154" 1984-09-04 1984 9 4 11 3 7
"1155" 1984-09-05 1984 9 5 13 6 9.5
"1156" 1984-09-06 1984 9 6 12 7 9.5
"1157" 1984-09-07 1984 9 7 8 -5 1.5
"1158" 1984-09-08 1984 9 8 5 -5 0
"1159" 1984-09-09 1984 9 9 10 2 6
"1160" 1984-09-10 1984 9 10 12 4 8
"1161" 1984-09-11 1984 9 11 9 1 5
"1162" 1984-09-12 1984 9 12 10 3 6.5
"1163" 1984-09-13 1984 9 13 9 4 6.5
"1164" 1984-09-14 1984 9 14 9 2 5.5
"1165" 1984-09-15 1984 9 15 11 1 6
"1166" 1984-09-16 1984 9 16 5 -1 2
"1167" 1984-09-17 1984 9 17 11 0 5.5
"1168" 1984-09-18 1984 9 18 14 2 8
"1169" 1984-09-19 1984 9 19 13 4 8.5
"1170" 1984-09-20 1984 9 20 11 1 6
"1171" 1984-09-21 1984 9 21 7 -1 3
"1172" 1984-09-22 1984 9 22 6 -1 2.5
"1173" 1984-09-23 1984 9 23 9 2 5.5
"1174" 1984-09-24 1984 9 24 10 -6 2
"1175" 1984-09-25 1984 9 25 1 -12 -5.5
"1176" 1984-09-26 1984 9 26 3 -2 0.5
"1177" 1984-09-27 1984 9 27 3 -10 -3.5
"1178" 1984-09-28 1984 9 28 -3 -11 -7
"1179" 1984-09-29 1984 9 29 7 -12 -2.5
"1180" 1984-09-30 1984 9 30 5 -5 0
"1181" 1984-10-01 1984 10 1 7 -4 1.5
"1182" 1984-10-02 1984 10 2 6 -5 0.5
"1183" 1984-10-03 1984 10 3 1 -3 -1
"1184" 1984-10-04 1984 10 4 -2 -4 -3
"1185" 1984-10-05 1984 10 5 -2 -4 -3
"1186" 1984-10-06 1984 10 6 0 -5 -2.5
"1187" 1984-10-07 1984 10 7 0 -4 -2
"1188" 1984-10-08 1984 10 8 0 -7 -3.5
"1189" 1984-10-09 1984 10 9 1 -6 -2.5
"1190" 1984-10-10 1984 10 10 1 -3 -1
"1191" 1984-10-11 1984 10 11 6 -3 1.5
"1192" 1984-10-12 1984 10 12 3 -5 -1
"1193" 1984-10-13 1984 10 13 1 -6 -2.5
"1194" 1984-10-14 1984 10 14 -4 -14 -9
"1195" 1984-10-15 1984 10 15 -13 -16 -14.5
"1196" 1984-10-16 1984 10 16 -14 -17 -15.5
"1197" 1984-10-17 1984 10 17 -6 -15 -10.5
"1198" 1984-10-18 1984 10 18 -14 -17 -15.5
"1199" 1984-10-19 1984 10 19 -14 -17 -15.5
"1200" 1984-10-20 1984 10 20 -12 -16 -14
"1201" 1984-10-21 1984 10 21 -10 -14 -12
"1202" 1984-10-22 1984 10 22 -9 -15 -12
"1203" 1984-10-23 1984 10 23 -5 -13 -9
"1204" 1984-10-24 1984 10 24 -6 -14 -10
"1205" 1984-10-25 1984 10 25 -6 -14 -10
"1206" 1984-10-26 1984 10 26 -4 -9 -6.5
"1207" 1984-10-27 1984 10 27 -5 -10 -7.5
