"date" "yr" "mon" "d" "TX" "TN" "TG"
"2214" 1987-07-31 1987 7 31 15 8 11.5
"2215" 1987-08-01 1987 8 1 15 8 11.5
"2216" 1987-08-02 1987 8 2 17 7 12
"2217" 1987-08-03 1987 8 3 14 5 9.5
"2218" 1987-08-04 1987 8 4 15 4 9.5
"2219" 1987-08-05 1987 8 5 15 9 12
"2220" 1987-08-06 1987 8 6 13 5 9
"2221" 1987-08-07 1987 8 7 12 4 8
"2222" 1987-08-08 1987 8 8 12 4 8
"2223" 1987-08-09 1987 8 9 12 4 8
"2224" 1987-08-10 1987 8 10 14 5 9.5
"2225" 1987-08-11 1987 8 11 15 5 10
"2226" 1987-08-12 1987 8 12 10 4 7
"2227" 1987-08-13 1987 8 13 13 4 8.5
"2228" 1987-08-14 1987 8 14 12 4 8
"2229" 1987-08-15 1987 8 15 13 1 7
"2230" 1987-08-16 1987 8 16 11 0 5.5
"2231" 1987-08-17 1987 8 17 12 3 7.5
"2232" 1987-08-18 1987 8 18 12 3 7.5
"2233" 1987-08-19 1987 8 19 15 7 11
"2234" 1987-08-20 1987 8 20 16 8 12
"2235" 1987-08-21 1987 8 21 14 4 9
"2236" 1987-08-22 1987 8 22 9 5 7
"2237" 1987-08-23 1987 8 23 10 5 7.5
"2238" 1987-08-24 1987 8 24 9 4 6.5
"2239" 1987-08-25 1987 8 25 9 2 5.5
"2240" 1987-08-26 1987 8 26 7 0 3.5
"2241" 1987-08-27 1987 8 27 8 -1 3.5
"2242" 1987-08-28 1987 8 28 9 0 4.5
"2243" 1987-08-29 1987 8 29 12 1 6.5
"2244" 1987-08-30 1987 8 30 13 -1 6
"2245" 1987-08-31 1987 8 31 15 2 8.5
"2246" 1987-09-01 1987 9 1 14 4 9
"2247" 1987-09-02 1987 9 2 15 7 11
"2248" 1987-09-03 1987 9 3 14 4 9
"2249" 1987-09-04 1987 9 4 10 2 6
"2250" 1987-09-05 1987 9 5 11 2 6.5
"2251" 1987-09-06 1987 9 6 11 1 6
"2252" 1987-09-07 1987 9 7 7 0 3.5
"2253" 1987-09-08 1987 9 8 11 0 5.5
"2254" 1987-09-09 1987 9 9 9 2 5.5
"2255" 1987-09-10 1987 9 10 9 1 5
"2256" 1987-09-11 1987 9 11 8 0 4
"2257" 1987-09-12 1987 9 12 13 0 6.5
"2258" 1987-09-13 1987 9 13 13 2 7.5
"2259" 1987-09-14 1987 9 14 6 -1 2.5
"2260" 1987-09-15 1987 9 15 2 -1 0.5
"2261" 1987-09-16 1987 9 16 9 0 4.5
"2262" 1987-09-17 1987 9 17 4 -2 1
"2263" 1987-09-18 1987 9 18 8 -2 3
"2264" 1987-09-19 1987 9 19 9 0 4.5
"2265" 1987-09-20 1987 9 20 9 -2 3.5
"2266" 1987-09-21 1987 9 21 8 -3 2.5
"2267" 1987-09-22 1987 9 22 14 -2 6
"2268" 1987-09-23 1987 9 23 15 -2 6.5
"2269" 1987-09-24 1987 9 24 14 2 8
"2270" 1987-09-25 1987 9 25 13 2 7.5
"2271" 1987-09-26 1987 9 26 12 4 8
"2272" 1987-09-27 1987 9 27 9 -2 3.5
"2273" 1987-09-28 1987 9 28 8 -4 2
"2274" 1987-09-29 1987 9 29 10 -4 3
"2275" 1987-09-30 1987 9 30 11 0 5.5
"2276" 1987-10-01 1987 10 1 11 1 6
"2277" 1987-10-02 1987 10 2 12 -1 5.5
"2278" 1987-10-03 1987 10 3 13 4 8.5
"2279" 1987-10-04 1987 10 4 11 4 7.5
"2280" 1987-10-05 1987 10 5 9 -1 4
"2281" 1987-10-06 1987 10 6 9 -3 3
"2282" 1987-10-07 1987 10 7 10 -2 4
"2283" 1987-10-08 1987 10 8 10 -3 3.5
"2284" 1987-10-09 1987 10 9 8 -5 1.5
"2285" 1987-10-10 1987 10 10 9 1 5
"2286" 1987-10-11 1987 10 11 8 0 4
"2287" 1987-10-12 1987 10 12 11 3 7
"2288" 1987-10-13 1987 10 13 6 -4 1
"2289" 1987-10-14 1987 10 14 4 -5 -0.5
"2290" 1987-10-15 1987 10 15 -1 -4 -2.5
"2291" 1987-10-16 1987 10 16 -1 -8 -4.5
"2292" 1987-10-17 1987 10 17 2 -3 -0.5
"2293" 1987-10-18 1987 10 18 1 -3 -1
"2294" 1987-10-19 1987 10 19 -1 -7 -4
"2295" 1987-10-20 1987 10 20 0 -9 -4.5
"2296" 1987-10-21 1987 10 21 3 -4 -0.5
"2297" 1987-10-22 1987 10 22 4 -2 1
"2298" 1987-10-23 1987 10 23 6 -3 1.5
"2299" 1987-10-24 1987 10 24 6 -2 2
"2300" 1987-10-25 1987 10 25 0 -3 -1.5
"2301" 1987-10-26 1987 10 26 1 -3 -1
"2302" 1987-10-27 1987 10 27 1 -5 -2
"2303" 1987-10-28 1987 10 28 4 -4 0
"2304" 1987-10-29 1987 10 29 6 -1 2.5
"2305" 1987-10-30 1987 10 30 1 -4 -1.5
"2306" 1987-10-31 1987 10 31 4 -4 0
"2307" 1987-11-01 1987 11 1 5 1 3
"2308" 1987-11-02 1987 11 2 -2 -5 -3.5
"2309" 1987-11-03 1987 11 3 0 -3 -1.5
"2310" 1987-11-04 1987 11 4 6 -4 1
"2311" 1987-11-05 1987 11 5 4 -1 1.5
"2312" 1987-11-06 1987 11 6 2 -7 -2.5
"2313" 1987-11-07 1987 11 7 -6 -8 -7
"2314" 1987-11-08 1987 11 8 1 -10 -4.5
"2315" 1987-11-09 1987 11 9 6 -9 -1.5
"2316" 1987-11-10 1987 11 10 -2 -6 -4
"2317" 1987-11-11 1987 11 11 2 -10 -4
"2318" 1987-11-12 1987 11 12 -1 -6 -3.5
"2319" 1987-11-13 1987 11 13 0 -7 -3.5
"2320" 1987-11-14 1987 11 14 -3 -6 -4.5
"2321" 1987-11-15 1987 11 15 -6 -13 -9.5
"2322" 1987-11-16 1987 11 16 -11 -16 -13.5
"2323" 1987-11-17 1987 11 17 -14 -18 -16
"2324" 1987-11-18 1987 11 18 -7 -18 -12.5
"2325" 1987-11-19 1987 11 19 -2 -9 -5.5
"2326" 1987-11-20 1987 11 20 2 -4 -1
"2327" 1987-11-21 1987 11 21 6 -10 -2
"2328" 1987-11-22 1987 11 22 -7 -11 -9
"2329" 1987-11-23 1987 11 23 -8 -10 -9
"2330" 1987-11-24 1987 11 24 -6 -15 -10.5
"2331" 1987-11-25 1987 11 25 -1 -14 -7.5
"2332" 1987-11-26 1987 11 26 -12 -17 -14.5
"2333" 1987-11-27 1987 11 27 -9 -16 -12.5
"2334" 1987-11-28 1987 11 28 1 -10 -4.5
"2335" 1987-11-29 1987 11 29 0 -11 -5.5
"2336" 1987-11-30 1987 11 30 -5 -10 -7.5
"2337" 1987-12-01 1987 12 1 -7 -15 -11
"2338" 1987-12-02 1987 12 2 -5 -14 -9.5
"2339" 1987-12-03 1987 12 3 0 -5 -2.5
"2340" 1987-12-04 1987 12 4 4 -1 1.5
"2341" 1987-12-05 1987 12 5 -1 -5 -3
"2342" 1987-12-06 1987 12 6 1 -7 -3
"2343" 1987-12-07 1987 12 7 1 -8 -3.5
"2344" 1987-12-08 1987 12 8 -8 -15 -11.5
"2345" 1987-12-09 1987 12 9 -10 -15 -12.5
"2346" 1987-12-10 1987 12 10 -4 -8 -6
"2347" 1987-12-11 1987 12 11 -7 -18 -12.5
"2348" 1987-12-12 1987 12 12 -15 -21 -18
"2349" 1987-12-13 1987 12 13 -22 -25 -23.5
"2350" 1987-12-14 1987 12 14 -20 -25 -22.5
"2351" 1987-12-15 1987 12 15 -17 -23 -20
"2352" 1987-12-16 1987 12 16 -9 -17 -13
"2353" 1987-12-17 1987 12 17 -6 -9 -7.5
"2354" 1987-12-18 1987 12 18 -6 -10 -8
"2355" 1987-12-19 1987 12 19 -10 -15 -12.5
"2356" 1987-12-20 1987 12 20 -14 -19 -16.5
"2357" 1987-12-21 1987 12 21 -12 -16 -14
"2358" 1987-12-22 1987 12 22 -5 -15 -10
"2359" 1987-12-23 1987 12 23 -7 -24 -15.5
"2360" 1987-12-24 1987 12 24 -17 -27 -22
"2361" 1987-12-25 1987 12 25 -9 -21 -15
"2362" 1987-12-26 1987 12 26 -16 -20 -18
"2363" 1987-12-27 1987 12 27 -14 -19 -16.5
"2364" 1987-12-28 1987 12 28 -4 -16 -10
"2365" 1987-12-29 1987 12 29 -2 -11 -6.5
"2366" 1987-12-30 1987 12 30 -9 -20 -14.5
"2367" 1987-12-31 1987 12 31 -19 -21 -20
"2368" 1988-01-01 1988 1 1 -13 -21 -17
"2369" 1988-01-02 1988 1 2 -13 -18 -15.5
"2370" 1988-01-03 1988 1 3 -15 -18 -16.5
"2371" 1988-01-04 1988 1 4 -9 -16 -12.5
"2372" 1988-01-05 1988 1 5 -9 -12 -10.5
"2373" 1988-01-06 1988 1 6 -7 -16 -11.5
"2374" 1988-01-07 1988 1 7 -14 -18 -16
"2375" 1988-01-08 1988 1 8 -15 -17 -16
"2376" 1988-01-09 1988 1 9 -15 -17 -16
"2377" 1988-01-10 1988 1 10 -9 -15 -12
"2378" 1988-01-11 1988 1 11 -5 -18 -11.5
"2379" 1988-01-12 1988 1 12 -18 -20 -19
"2380" 1988-01-13 1988 1 13 -12 -18 -15
"2381" 1988-01-14 1988 1 14 -5 -16 -10.5
"2382" 1988-01-15 1988 1 15 -3 -11 -7
"2383" 1988-01-16 1988 1 16 -11 -16 -13.5
"2384" 1988-01-17 1988 1 17 -12 -15 -13.5
"2385" 1988-01-18 1988 1 18 -10 -19 -14.5
"2386" 1988-01-19 1988 1 19 -19 -22 -20.5
"2387" 1988-01-20 1988 1 20 -13 -22 -17.5
"2388" 1988-01-21 1988 1 21 -15 -20 -17.5
"2389" 1988-01-22 1988 1 22 -6 -19 -12.5
"2390" 1988-01-23 1988 1 23 -10 -19 -14.5
"2391" 1988-01-24 1988 1 24 -19 -21 -20
"2392" 1988-01-25 1988 1 25 -13 -20 -16.5
"2393" 1988-01-26 1988 1 26 -9 -14 -11.5
"2394" 1988-01-27 1988 1 27 -4 -9 -6.5
"2395" 1988-01-28 1988 1 28 -1 -6 -3.5
"2396" 1988-01-29 1988 1 29 -2 -8 -5
"2397" 1988-01-30 1988 1 30 -8 -13 -10.5
"2398" 1988-01-31 1988 1 31 -10 -13 -11.5
"2399" 1988-02-01 1988 2 1 -4 -14 -9
"2400" 1988-02-02 1988 2 2 -10 -13 -11.5
"2401" 1988-02-03 1988 2 3 -11 -17 -14
"2402" 1988-02-04 1988 2 4 -12 -17 -14.5
"2403" 1988-02-05 1988 2 5 -11 -16 -13.5
"2404" 1988-02-06 1988 2 6 -6 -13 -9.5
"2405" 1988-02-07 1988 2 7 -9 -15 -12
"2406" 1988-02-08 1988 2 8 -8 -12 -10
"2407" 1988-02-09 1988 2 9 -9 -13 -11
"2408" 1988-02-10 1988 2 10 -10 -15 -12.5
"2409" 1988-02-11 1988 2 11 -10 -15 -12.5
"2410" 1988-02-12 1988 2 12 -6 -11 -8.5
"2411" 1988-02-13 1988 2 13 -5 -16 -10.5
"2412" 1988-02-14 1988 2 14 -14 -16 -15
"2413" 1988-02-15 1988 2 15 -8 -19 -13.5
"2414" 1988-02-16 1988 2 16 -10 -20 -15
"2415" 1988-02-17 1988 2 17 -1 -17 -9
"2416" 1988-02-18 1988 2 18 -11 -16 -13.5
"2417" 1988-02-19 1988 2 19 -10 -15 -12.5
"2418" 1988-02-20 1988 2 20 -5 -10 -7.5
"2419" 1988-02-21 1988 2 21 -9 -11 -10
"2420" 1988-02-22 1988 2 22 -9 -14 -11.5
"2421" 1988-02-23 1988 2 23 -8 -15 -11.5
"2422" 1988-02-24 1988 2 24 -4 -9 -6.5
"2423" 1988-02-25 1988 2 25 0 -8 -4
"2424" 1988-02-26 1988 2 26 3 -8 -2.5
"2425" 1988-02-27 1988 2 27 3 -6 -1.5
"2426" 1988-02-28 1988 2 28 -3 -6 -4.5
"2427" 1988-02-29 1988 2 29 -3 -7 -5
"2428" 1988-03-01 1988 3 1 0 -10 -5
"2429" 1988-03-02 1988 3 2 -2 -15 -8.5
"2430" 1988-03-03 1988 3 3 -9 -14 -11.5
"2431" 1988-03-04 1988 3 4 -14 -15 -14.5
"2432" 1988-03-05 1988 3 5 -8 -15 -11.5
"2433" 1988-03-06 1988 3 6 -6 -11 -8.5
"2434" 1988-03-07 1988 3 7 -7 -17 -12
"2435" 1988-03-08 1988 3 8 -7 -17 -12
"2436" 1988-03-09 1988 3 9 -1 -9 -5
"2437" 1988-03-10 1988 3 10 -5 -17 -11
"2438" 1988-03-11 1988 3 11 -16 -18 -17
"2439" 1988-03-12 1988 3 12 -13 -19 -16
"2440" 1988-03-13 1988 3 13 -18 -24 -21
"2441" 1988-03-14 1988 3 14 -12 -18 -15
"2442" 1988-03-15 1988 3 15 -6 -18 -12
"2443" 1988-03-16 1988 3 16 -9 -24 -16.5
"2444" 1988-03-17 1988 3 17 -12 -24 -18
"2445" 1988-03-18 1988 3 18 -12 -17 -14.5
"2446" 1988-03-19 1988 3 19 -5 -13 -9
"2447" 1988-03-20 1988 3 20 -2 -7 -4.5
"2448" 1988-03-21 1988 3 21 0 -5 -2.5
"2449" 1988-03-22 1988 3 22 -6 -10 -8
"2450" 1988-03-23 1988 3 23 -4 -12 -8
"2451" 1988-03-24 1988 3 24 -10 -17 -13.5
"2452" 1988-03-25 1988 3 25 -6 -16 -11
"2453" 1988-03-26 1988 3 26 -2 -10 -6
"2454" 1988-03-27 1988 3 27 0 -7 -3.5
"2455" 1988-03-28 1988 3 28 -10 -19 -14.5
"2456" 1988-03-29 1988 3 29 -9 -20 -14.5
"2457" 1988-03-30 1988 3 30 -11 -16 -13.5
"2458" 1988-03-31 1988 3 31 -7 -17 -12
"2459" 1988-04-01 1988 4 1 -2 -18 -10
"2460" 1988-04-02 1988 4 2 -4 -11 -7.5
"2461" 1988-04-03 1988 4 3 -2 -7 -4.5
"2462" 1988-04-04 1988 4 4 -1 -7 -4
"2463" 1988-04-05 1988 4 5 -7 -15 -11
"2464" 1988-04-06 1988 4 6 4 -8 -2
"2465" 1988-04-07 1988 4 7 6 0 3
"2466" 1988-04-08 1988 4 8 3 -14 -5.5
"2467" 1988-04-09 1988 4 9 -9 -19 -14
"2468" 1988-04-10 1988 4 10 -5 -16 -10.5
"2469" 1988-04-11 1988 4 11 2 -5 -1.5
"2470" 1988-04-12 1988 4 12 6 -2 2
"2471" 1988-04-13 1988 4 13 7 -6 0.5
"2472" 1988-04-14 1988 4 14 8 -7 0.5
"2473" 1988-04-15 1988 4 15 2 -5 -1.5
"2474" 1988-04-16 1988 4 16 5 -5 0
"2475" 1988-04-17 1988 4 17 -1 -5 -3
"2476" 1988-04-18 1988 4 18 4 -7 -1.5
"2477" 1988-04-19 1988 4 19 -1 -4 -2.5
"2478" 1988-04-20 1988 4 20 5 -4 0.5
"2479" 1988-04-21 1988 4 21 5 -8 -1.5
"2480" 1988-04-22 1988 4 22 -6 -9 -7.5
"2481" 1988-04-23 1988 4 23 -6 -10 -8
"2482" 1988-04-24 1988 4 24 -4 -9 -6.5
"2483" 1988-04-25 1988 4 25 -4 -14 -9
"2484" 1988-04-26 1988 4 26 -7 -15 -11
"2485" 1988-04-27 1988 4 27 -2 -8 -5
"2486" 1988-04-28 1988 4 28 8 -3 2.5
"2487" 1988-04-29 1988 4 29 3 -3 0
"2488" 1988-04-30 1988 4 30 8 -1 3.5
"2489" 1988-05-01 1988 5 1 4 -8 -2
"2490" 1988-05-02 1988 5 2 -8 -11 -9.5
"2491" 1988-05-03 1988 5 3 -1 -12 -6.5
"2492" 1988-05-04 1988 5 4 3 -8 -2.5
"2493" 1988-05-05 1988 5 5 7 -1 3
"2494" 1988-05-06 1988 5 6 2 -11 -4.5
"2495" 1988-05-07 1988 5 7 -3 -12 -7.5
"2496" 1988-05-08 1988 5 8 4 -8 -2
"2497" 1988-05-09 1988 5 9 -1 -5 -3
"2498" 1988-05-10 1988 5 10 -2 -7 -4.5
"2499" 1988-05-11 1988 5 11 9 -7 1
"2500" 1988-05-12 1988 5 12 9 -1 4
"2501" 1988-05-13 1988 5 13 11 2 6.5
"2502" 1988-05-14 1988 5 14 7 1 4
"2503" 1988-05-15 1988 5 15 9 0 4.5
"2504" 1988-05-16 1988 5 16 13 5 9
"2505" 1988-05-17 1988 5 17 12 1 6.5
"2506" 1988-05-18 1988 5 18 6 -1 2.5
"2507" 1988-05-19 1988 5 19 2 -6 -2
"2508" 1988-05-20 1988 5 20 -2 -7 -4.5
"2509" 1988-05-21 1988 5 21 -2 -9 -5.5
"2510" 1988-05-22 1988 5 22 -1 -8 -4.5
"2511" 1988-05-23 1988 5 23 10 -3 3.5
"2512" 1988-05-24 1988 5 24 9 1 5
"2513" 1988-05-25 1988 5 25 11 1 6
"2514" 1988-05-26 1988 5 26 8 2 5
"2515" 1988-05-27 1988 5 27 12 2 7
"2516" 1988-05-28 1988 5 28 12 2 7
"2517" 1988-05-29 1988 5 29 13 4 8.5
"2518" 1988-05-30 1988 5 30 7 -1 3
"2519" 1988-05-31 1988 5 31 2 -5 -1.5
"2520" 1988-06-01 1988 6 1 2 -6 -2
"2521" 1988-06-02 1988 6 2 9 0 4.5
"2522" 1988-06-03 1988 6 3 10 1 5.5
"2523" 1988-06-04 1988 6 4 15 5 10
"2524" 1988-06-05 1988 6 5 11 5 8
"2525" 1988-06-06 1988 6 6 15 6 10.5
"2526" 1988-06-07 1988 6 7 15 5 10
"2527" 1988-06-08 1988 6 8 15 6 10.5
"2528" 1988-06-09 1988 6 9 13 2 7.5
"2529" 1988-06-10 1988 6 10 15 5 10
"2530" 1988-06-11 1988 6 11 13 2 7.5
"2531" 1988-06-12 1988 6 12 13 4 8.5
"2532" 1988-06-13 1988 6 13 10 1 5.5
"2533" 1988-06-14 1988 6 14 10 0 5
"2534" 1988-06-15 1988 6 15 11 1 6
"2535" 1988-06-16 1988 6 16 13 4 8.5
"2536" 1988-06-17 1988 6 17 16 6 11
"2537" 1988-06-18 1988 6 18 15 5 10
"2538" 1988-06-19 1988 6 19 17 7 12
"2539" 1988-06-20 1988 6 20 17 6 11.5
"2540" 1988-06-21 1988 6 21 17 6 11.5
"2541" 1988-06-22 1988 6 22 15 6 10.5
"2542" 1988-06-23 1988 6 23 16 6 11
"2543" 1988-06-24 1988 6 24 18 9 13.5
"2544" 1988-06-25 1988 6 25 15 5 10
"2545" 1988-06-26 1988 6 26 12 6 9
"2546" 1988-06-27 1988 6 27 13 5 9
"2547" 1988-06-28 1988 6 28 13 5 9
"2548" 1988-06-29 1988 6 29 11 5 8
"2549" 1988-06-30 1988 6 30 11 3 7
"2550" 1988-07-01 1988 7 1 16 5 10.5
"2551" 1988-07-02 1988 7 2 17 7 12
"2552" 1988-07-03 1988 7 3 17 7 12
"2553" 1988-07-04 1988 7 4 15 5 10
"2554" 1988-07-05 1988 7 5 15 6 10.5
"2555" 1988-07-06 1988 7 6 14 8 11
"2556" 1988-07-07 1988 7 7 13 6 9.5
"2557" 1988-07-08 1988 7 8 14 5 9.5
"2558" 1988-07-09 1988 7 9 12 4 8
"2559" 1988-07-10 1988 7 10 13 3 8
"2560" 1988-07-11 1988 7 11 13 5 9
"2561" 1988-07-12 1988 7 12 14 8 11
"2562" 1988-07-13 1988 7 13 19 6 12.5
"2563" 1988-07-14 1988 7 14 17 7 12
"2564" 1988-07-15 1988 7 15 15 6 10.5
"2565" 1988-07-16 1988 7 16 17 6 11.5
"2566" 1988-07-17 1988 7 17 16 5 10.5
"2567" 1988-07-18 1988 7 18 17 6 11.5
"2568" 1988-07-19 1988 7 19 5 1 3
"2569" 1988-07-20 1988 7 20 10 -1 4.5
"2570" 1988-07-21 1988 7 21 16 5 10.5
"2571" 1988-07-22 1988 7 22 17 9 13
"2572" 1988-07-23 1988 7 23 17 6 11.5
"2573" 1988-07-24 1988 7 24 19 5 12
"2574" 1988-07-25 1988 7 25 18 6 12
"2575" 1988-07-26 1988 7 26 14 4 9
"2576" 1988-07-27 1988 7 27 16 6 11
"2577" 1988-07-28 1988 7 28 14 5 9.5
"2578" 1988-07-29 1988 7 29 12 5 8.5
"2579" 1988-07-30 1988 7 30 15 4 9.5
"2580" 1988-07-31 1988 7 31 15 7 11
"2581" 1988-08-01 1988 8 1 15 8 11.5
"2582" 1988-08-02 1988 8 2 15 6 10.5
"2583" 1988-08-03 1988 8 3 14 7 10.5
"2584" 1988-08-04 1988 8 4 12 4 8
"2585" 1988-08-05 1988 8 5 15 4 9.5
"2586" 1988-08-06 1988 8 6 15 8 11.5
"2587" 1988-08-07 1988 8 7 12 5 8.5
"2588" 1988-08-08 1988 8 8 14 4 9
"2589" 1988-08-09 1988 8 9 15 3 9
"2590" 1988-08-10 1988 8 10 16 5 10.5
"2591" 1988-08-11 1988 8 11 16 6 11
"2592" 1988-08-12 1988 8 12 12 5 8.5
"2593" 1988-08-13 1988 8 13 16 5 10.5
"2594" 1988-08-14 1988 8 14 21 9 15
"2595" 1988-08-15 1988 8 15 19 7 13
"2596" 1988-08-16 1988 8 16 12 5 8.5
"2597" 1988-08-17 1988 8 17 9 4 6.5
"2598" 1988-08-18 1988 8 18 14 5 9.5
"2599" 1988-08-19 1988 8 19 17 7 12
"2600" 1988-08-20 1988 8 20 17 7 12
"2601" 1988-08-21 1988 8 21 14 6 10
"2602" 1988-08-22 1988 8 22 15 5 10
"2603" 1988-08-23 1988 8 23 17 5 11
"2604" 1988-08-24 1988 8 24 18 4 11
"2605" 1988-08-25 1988 8 25 15 5 10
"2606" 1988-08-26 1988 8 26 17 5 11
"2607" 1988-08-27 1988 8 27 7 1 4
"2608" 1988-08-28 1988 8 28 14 1 7.5
"2609" 1988-08-29 1988 8 29 14 2 8
"2610" 1988-08-30 1988 8 30 14 6 10
"2611" 1988-08-31 1988 8 31 16 5 10.5
"2612" 1988-09-01 1988 9 1 12 3 7.5
"2613" 1988-09-02 1988 9 2 13 1 7
"2614" 1988-09-03 1988 9 3 12 -2 5
"2615" 1988-09-04 1988 9 4 12 -3 4.5
"2616" 1988-09-05 1988 9 5 14 -1 6.5
"2617" 1988-09-06 1988 9 6 15 6 10.5
"2618" 1988-09-07 1988 9 7 15 7 11
"2619" 1988-09-08 1988 9 8 16 6 11
"2620" 1988-09-09 1988 9 9 17 5 11
"2621" 1988-09-10 1988 9 10 12 2 7
"2622" 1988-09-11 1988 9 11 7 -2 2.5
"2623" 1988-09-12 1988 9 12 2 -4 -1
"2624" 1988-09-13 1988 9 13 2 -3 -0.5
"2625" 1988-09-14 1988 9 14 2 -4 -1
"2626" 1988-09-15 1988 9 15 1 -4 -1.5
"2627" 1988-09-16 1988 9 16 10 0 5
"2628" 1988-09-17 1988 9 17 13 2 7.5
"2629" 1988-09-18 1988 9 18 9 -9 0
"2630" 1988-09-19 1988 9 19 8 -9 -0.5
"2631" 1988-09-20 1988 9 20 12 2 7
"2632" 1988-09-21 1988 9 21 12 2 7
"2633" 1988-09-22 1988 9 22 5 2 3.5
"2634" 1988-09-23 1988 9 23 8 -1 3.5
"2635" 1988-09-24 1988 9 24 9 0 4.5
"2636" 1988-09-25 1988 9 25 10 3 6.5
"2637" 1988-09-26 1988 9 26 11 1 6
"2638" 1988-09-27 1988 9 27 9 -3 3
"2639" 1988-09-28 1988 9 28 -3 -8 -5.5
"2640" 1988-09-29 1988 9 29 4 -7 -1.5
"2641" 1988-09-30 1988 9 30 5 -5 0
"2642" 1988-10-01 1988 10 1 5 0 2.5
"2643" 1988-10-02 1988 10 2 11 1 6
"2644" 1988-10-03 1988 10 3 7 -1 3
"2645" 1988-10-04 1988 10 4 8 -2 3
"2646" 1988-10-05 1988 10 5 6 -1 2.5
"2647" 1988-10-06 1988 10 6 3 -4 -0.5
"2648" 1988-10-07 1988 10 7 7 -5 1
"2649" 1988-10-08 1988 10 8 9 -1 4
"2650" 1988-10-09 1988 10 9 2 -7 -2.5
"2651" 1988-10-10 1988 10 10 6 -6 0
"2652" 1988-10-11 1988 10 11 8 -2 3
"2653" 1988-10-12 1988 10 12 8 -1 3.5
"2654" 1988-10-13 1988 10 13 4 -2 1
"2655" 1988-10-14 1988 10 14 7 -1 3
"2656" 1988-10-15 1988 10 15 5 -2 1.5
"2657" 1988-10-16 1988 10 16 6 0 3
"2658" 1988-10-17 1988 10 17 6 1 3.5
"2659" 1988-10-18 1988 10 18 5 0 2.5
"2660" 1988-10-19 1988 10 19 4 -2 1
"2661" 1988-10-20 1988 10 20 3 -3 0
"2662" 1988-10-21 1988 10 21 8 0 4
"2663" 1988-10-22 1988 10 22 6 -1 2.5
"2664" 1988-10-23 1988 10 23 6 -3 1.5
"2665" 1988-10-24 1988 10 24 5 0 2.5
"2666" 1988-10-25 1988 10 25 5 -2 1.5
"2667" 1988-10-26 1988 10 26 6 -2 2
"2668" 1988-10-27 1988 10 27 4 -2 1
"2669" 1988-10-28 1988 10 28 5 -1 2
"2670" 1988-10-29 1988 10 29 5 -2 1.5
"2671" 1988-10-30 1988 10 30 2 -2 0
"2672" 1988-10-31 1988 10 31 5 -2 1.5
"2673" 1988-11-01 1988 11 1 5 -2 1.5
"2674" 1988-11-02 1988 11 2 2 -4 -1
"2675" 1988-11-03 1988 11 3 -3 -6 -4.5
"2676" 1988-11-04 1988 11 4 -6 -9 -7.5
"2677" 1988-11-05 1988 11 5 -5 -11 -8
"2678" 1988-11-06 1988 11 6 1 -5 -2
"2679" 1988-11-07 1988 11 7 -2 -7 -4.5
"2680" 1988-11-08 1988 11 8 -1 -7 -4
"2681" 1988-11-09 1988 11 9 -6 -10 -8
"2682" 1988-11-10 1988 11 10 -4 -9 -6.5
"2683" 1988-11-11 1988 11 11 -4 -13 -8.5
"2684" 1988-11-12 1988 11 12 -5 -14 -9.5
"2685" 1988-11-13 1988 11 13 0 -6 -3
"2686" 1988-11-14 1988 11 14 0 -5 -2.5
"2687" 1988-11-15 1988 11 15 -5 -17 -11
"2688" 1988-11-16 1988 11 16 -14 -17 -15.5
"2689" 1988-11-17 1988 11 17 -7 -13 -10
"2690" 1988-11-18 1988 11 18 -8 -16 -12
"2691" 1988-11-19 1988 11 19 -12 -17 -14.5
"2692" 1988-11-20 1988 11 20 -12 -15 -13.5
"2693" 1988-11-21 1988 11 21 -10 -12 -11
"2694" 1988-11-22 1988 11 22 -7 -13 -10
"2695" 1988-11-23 1988 11 23 1 -7 -3
"2696" 1988-11-24 1988 11 24 -1 -14 -7.5
"2697" 1988-11-25 1988 11 25 -10 -17 -13.5
"2698" 1988-11-26 1988 11 26 -15 -18 -16.5
"2699" 1988-11-27 1988 11 27 -10 -20 -15
"2700" 1988-11-28 1988 11 28 -4 -15 -9.5
"2701" 1988-11-29 1988 11 29 -15 -18 -16.5
"2702" 1988-11-30 1988 11 30 -4 -17 -10.5
"2703" 1988-12-01 1988 12 1 0 -7 -3.5
"2704" 1988-12-02 1988 12 2 3 -7 -2
"2705" 1988-12-03 1988 12 3 1 -9 -4
"2706" 1988-12-04 1988 12 4 5 -5 0
"2707" 1988-12-05 1988 12 5 2 -6 -2
"2708" 1988-12-06 1988 12 6 -3 -12 -7.5
"2709" 1988-12-07 1988 12 7 -11 -20 -15.5
"2710" 1988-12-08 1988 12 8 -10 -17 -13.5
"2711" 1988-12-09 1988 12 9 -4 -13 -8.5
"2712" 1988-12-10 1988 12 10 -4 -11 -7.5
"2713" 1988-12-11 1988 12 11 -10 -13 -11.5
"2714" 1988-12-12 1988 12 12 -5 -10 -7.5
"2715" 1988-12-13 1988 12 13 -3 -8 -5.5
"2716" 1988-12-14 1988 12 14 -8 -17 -12.5
"2717" 1988-12-15 1988 12 15 -11 -22 -16.5
"2718" 1988-12-16 1988 12 16 -6 -12 -9
"2719" 1988-12-17 1988 12 17 -8 -9 -8.5
