"date" "year" "mon" "day" "TX" "TN" "TG"
"13936" 1990-02-25 1990 2 25 -2 -8 -5
"13937" 1990-02-26 1990 2 26 -2 -10 -6
"13938" 1990-02-27 1990 2 27 -2 -14 -8
"13939" 1990-02-28 1990 2 28 -6 -11 -8.5
"13940" 1990-03-01 1990 3 1 -8 -12 -10
"13941" 1990-03-02 1990 3 2 -6 -14 -10
"13942" 1990-03-03 1990 3 3 -4 -10 -7
"13943" 1990-03-04 1990 3 4 -5 -12 -8.5
"13944" 1990-03-05 1990 3 5 -4 -11 -7.5
"13945" 1990-03-06 1990 3 6 -8 -15 -11.5
"13946" 1990-03-07 1990 3 7 -12 -15 -13.5
"13947" 1990-03-08 1990 3 8 -6 -12 -9
"13948" 1990-03-09 1990 3 9 2.669324293 -6.754749103 -2.042712405
"13949" 1990-03-10 1990 3 10 3.122475091 -7.326951531 -2.10223822
"13950" 1990-03-11 1990 3 11 4.512771763 -7.990908756 -1.739068496
"13951" 1990-03-12 1990 3 12 -6.454532457 -14.14610621 -10.30031933
"13952" 1990-03-13 1990 3 13 -7.590728537 -18.91000775 -13.25036814
"13953" 1990-03-14 1990 3 14 -15.48237431 -23.13264452 -19.30750942
"13954" 1990-03-15 1990 3 15 -16 -20.77251419 -18.3862571
"13955" 1990-03-16 1990 3 16 -14 -18 -16
"13956" 1990-03-17 1990 3 17 -10 -16 -13
"13957" 1990-03-18 1990 3 18 -9 -12 -10.5
"13958" 1990-03-19 1990 3 19 -5 -13 -9
"13959" 1990-03-20 1990 3 20 -1 -7 -4
"13960" 1990-03-21 1990 3 21 -5 -8 -6.5
"13961" 1990-03-22 1990 3 22 -2 -8 -5
"13962" 1990-03-23 1990 3 23 -5 -8 -6.5
"13963" 1990-03-24 1990 3 24 -6 -14 -10
"13964" 1990-03-25 1990 3 25 -5 -10 -7.5
"13965" 1990-03-26 1990 3 26 -1 -8 -4.5
"13966" 1990-03-27 1990 3 27 -1 -7 -4
"13967" 1990-03-28 1990 3 28 -3 -13 -8
"13968" 1990-03-29 1990 3 29 -9 -14 -11.5
"13969" 1990-03-30 1990 3 30 -1 -13 -7
"13970" 1990-03-31 1990 3 31 -4 -13 -8.5
"13971" 1990-04-01 1990 4 1 -2 -9 -5.5
"13972" 1990-04-02 1990 4 2 4 -8 -2
"13973" 1990-04-03 1990 4 3 0 -7 -3.5
"13974" 1990-04-04 1990 4 4 -1 -6 -3.5
"13975" 1990-04-05 1990 4 5 -4 -11 -7.5
"13976" 1990-04-06 1990 4 6 -2 -13 -7.5
"13977" 1990-04-07 1990 4 7 -1 -7 -4
"13978" 1990-04-08 1990 4 8 -1 -8 -4.5
"13979" 1990-04-09 1990 4 9 -4 -10 -7
"13980" 1990-04-10 1990 4 10 -4 -10 -7
"13981" 1990-04-11 1990 4 11 -1 -8 -4.5
"13982" 1990-04-12 1990 4 12 -3 -7 -5
"13983" 1990-04-13 1990 4 13 -4 -10 -7
"13984" 1990-04-14 1990 4 14 1 -7 -3
"13985" 1990-04-15 1990 4 15 4 -3 0.5
"13986" 1990-04-16 1990 4 16 1 -6 -2.5
"13987" 1990-04-17 1990 4 17 3 -4 -0.5
"13988" 1990-04-18 1990 4 18 2 -6 -2
"13989" 1990-04-19 1990 4 19 -1 -5 -3
"13990" 1990-04-20 1990 4 20 2 -6 -2
"13991" 1990-04-21 1990 4 21 5 -2 1.5
"13992" 1990-04-22 1990 4 22 3 -3 0
"13993" 1990-04-23 1990 4 23 2 -4 -1
"13994" 1990-04-24 1990 4 24 -3 -7 -5
"13995" 1990-04-25 1990 4 25 -1 -8 -4.5
"13996" 1990-04-26 1990 4 26 -7 -15 -11
"13997" 1990-04-27 1990 4 27 -7 -16 -11.5
"13998" 1990-04-28 1990 4 28 0 -15 -7.5
"13999" 1990-04-29 1990 4 29 -14 -18 -16
"14000" 1990-04-30 1990 4 30 -11 -17 -14
"14001" 1990-05-01 1990 5 1 -1 -15 -8
"14002" 1990-05-02 1990 5 2 -2 -8 -5
"14003" 1990-05-03 1990 5 3 -3 -11 -7
"14004" 1990-05-04 1990 5 4 -2 -11 -6.5
"14005" 1990-05-05 1990 5 5 0 -10 -5
"14006" 1990-05-06 1990 5 6 5 -5 0
"14007" 1990-05-07 1990 5 7 5 -5 0
"14008" 1990-05-08 1990 5 8 0 -15 -7.5
"14009" 1990-05-09 1990 5 9 -7 -16 -11.5
"14010" 1990-05-10 1990 5 10 4 -8 -2
"14011" 1990-05-11 1990 5 11 -1 -7 -4
"14012" 1990-05-12 1990 5 12 -3 -8 -5.5
"14013" 1990-05-13 1990 5 13 0 -5 -2.5
"14014" 1990-05-14 1990 5 14 4 -5 -0.5
"14015" 1990-05-15 1990 5 15 -3 -9 -6
"14016" 1990-05-16 1990 5 16 -5 -11 -8
"14017" 1990-05-17 1990 5 17 2 -7 -2.5
"14018" 1990-05-18 1990 5 18 4 -4 0
"14019" 1990-05-19 1990 5 19 4 -5 -0.5
"14020" 1990-05-20 1990 5 20 1 -5 -2
"14021" 1990-05-21 1990 5 21 7 -3 2
"14022" 1990-05-22 1990 5 22 9 2 5.5
"14023" 1990-05-23 1990 5 23 11 2 6.5
"14024" 1990-05-24 1990 5 24 8 -2 3
"14025" 1990-05-25 1990 5 25 8 -3 2.5
"14026" 1990-05-26 1990 5 26 6 -3 1.5
"14027" 1990-05-27 1990 5 27 4 -3 0.5
"14028" 1990-05-28 1990 5 28 7 -1 3
"14029" 1990-05-29 1990 5 29 1 -4 -1.5
"14030" 1990-05-30 1990 5 30 3 -4 -0.5
"14031" 1990-05-31 1990 5 31 7 -3 2
"14032" 1990-06-01 1990 6 1 6 -12 -3
"14033" 1990-06-02 1990 6 2 2 -12 -5
"14034" 1990-06-03 1990 6 3 8 -4 2
"14035" 1990-06-04 1990 6 4 14 5 9.5
"14036" 1990-06-05 1990 6 5 14 3 8.5
"14037" 1990-06-06 1990 6 6 14 3 8.5
"14038" 1990-06-07 1990 6 7 11 3 7
"14039" 1990-06-08 1990 6 8 13 2 7.5
"14040" 1990-06-09 1990 6 9 16 5 10.5
"14041" 1990-06-10 1990 6 10 11 3 7
"14042" 1990-06-11 1990 6 11 13 3 8
"14043" 1990-06-12 1990 6 12 6 -2 2
"14044" 1990-06-13 1990 6 13 9 2 5.5
"14045" 1990-06-14 1990 6 14 12 2 7
"14046" 1990-06-15 1990 6 15 12 4 8
"14047" 1990-06-16 1990 6 16 8 -1 3.5
"14048" 1990-06-17 1990 6 17 12 -2 5
"14049" 1990-06-18 1990 6 18 17 7 12
"14050" 1990-06-19 1990 6 19 9 1 5
"14051" 1990-06-20 1990 6 20 12 0 6
"14052" 1990-06-21 1990 6 21 11 4 7.5
"14053" 1990-06-22 1990 6 22 15 3 9
"14054" 1990-06-23 1990 6 23 19 8 13.5
"14055" 1990-06-24 1990 6 24 18 9 13.5
"14056" 1990-06-25 1990 6 25 17 10 13.5
"14057" 1990-06-26 1990 6 26 18 7 12.5
"14058" 1990-06-27 1990 6 27 19 11 15
"14059" 1990-06-28 1990 6 28 20 11 15.5
"14060" 1990-06-29 1990 6 29 21 10 15.5
"14061" 1990-06-30 1990 6 30 21 7 14
"14062" 1990-07-01 1990 7 1 19 11 15
"14063" 1990-07-02 1990 7 2 20 10 15
"14064" 1990-07-03 1990 7 3 12 5 8.5
"14065" 1990-07-04 1990 7 4 14 4 9
"14066" 1990-07-05 1990 7 5 13 4 8.5
"14067" 1990-07-06 1990 7 6 16 5 10.5
"14068" 1990-07-07 1990 7 7 12 4 8
"14069" 1990-07-08 1990 7 8 7 4 5.5
"14070" 1990-07-09 1990 7 9 12 5 8.5
"14071" 1990-07-10 1990 7 10 13 4 8.5
"14072" 1990-07-11 1990 7 11 12 3 7.5
"14073" 1990-07-12 1990 7 12 9 1 5
"14074" 1990-07-13 1990 7 13 13 1 7
"14075" 1990-07-14 1990 7 14 9 3 6
"14076" 1990-07-15 1990 7 15 10 1 5.5
"14077" 1990-07-16 1990 7 16 13 2 7.5
"14078" 1990-07-17 1990 7 17 17 7 12
"14079" 1990-07-18 1990 7 18 17 8 12.5
"14080" 1990-07-19 1990 7 19 13 4 8.5
"14081" 1990-07-20 1990 7 20 10 2 6
"14082" 1990-07-21 1990 7 21 8 0 4
"14083" 1990-07-22 1990 7 22 8 -1 3.5
"14084" 1990-07-23 1990 7 23 9 1 5
"14085" 1990-07-24 1990 7 24 12 3 7.5
"14086" 1990-07-25 1990 7 25 11 -1 5
"14087" 1990-07-26 1990 7 26 13 6 9.5
"14088" 1990-07-27 1990 7 27 12 4 8
"14089" 1990-07-28 1990 7 28 13 2 7.5
"14090" 1990-07-29 1990 7 29 11 1 6
"14091" 1990-07-30 1990 7 30 7 1 4
"14092" 1990-07-31 1990 7 31 12 2 7
"14093" 1990-08-01 1990 8 1 13 3 8
"14094" 1990-08-02 1990 8 2 11 3 7
"14095" 1990-08-03 1990 8 3 11 2 6.5
"14096" 1990-08-04 1990 8 4 9 2 5.5
"14097" 1990-08-05 1990 8 5 9 1 5
"14098" 1990-08-06 1990 8 6 11 0 5.5
"14099" 1990-08-07 1990 8 7 15 5 10
"14100" 1990-08-08 1990 8 8 13 6 9.5
"14101" 1990-08-09 1990 8 9 14 6 10
"14102" 1990-08-10 1990 8 10 15 4 9.5
"14103" 1990-08-11 1990 8 11 14 2 8
"14104" 1990-08-12 1990 8 12 6 1 3.5
"14105" 1990-08-13 1990 8 13 12 1 6.5
"14106" 1990-08-14 1990 8 14 8 2 5
"14107" 1990-08-15 1990 8 15 8 3 5.5
"14108" 1990-08-16 1990 8 16 13 4 8.5
"14109" 1990-08-17 1990 8 17 10 3 6.5
"14110" 1990-08-18 1990 8 18 12 3 7.5
"14111" 1990-08-19 1990 8 19 11 4 7.5
"14112" 1990-08-20 1990 8 20 13 1 7
"14113" 1990-08-21 1990 8 21 12 6 9
"14114" 1990-08-22 1990 8 22 11 1 6
"14115" 1990-08-23 1990 8 23 11 0 5.5
"14116" 1990-08-24 1990 8 24 12 1 6.5
"14117" 1990-08-25 1990 8 25 14 4 9
"14118" 1990-08-26 1990 8 26 16 5 10.5
"14119" 1990-08-27 1990 8 27 16 6 11
"14120" 1990-08-28 1990 8 28 16 7 11.5
"14121" 1990-08-29 1990 8 29 17 8 12.5
"14122" 1990-08-30 1990 8 30 16 8 12
"14123" 1990-08-31 1990 8 31 15 4 9.5
"14124" 1990-09-01 1990 9 1 14 6 10
"14125" 1990-09-02 1990 9 2 15 6 10.5
"14126" 1990-09-03 1990 9 3 16 6 11
"14127" 1990-09-04 1990 9 4 15 5 10
"14128" 1990-09-05 1990 9 5 14 4 9
"14129" 1990-09-06 1990 9 6 12 4 8
"14130" 1990-09-07 1990 9 7 12 3 7.5
"14131" 1990-09-08 1990 9 8 13 3 8
"14132" 1990-09-09 1990 9 9 11 4 7.5
"14133" 1990-09-10 1990 9 10 12 3 7.5
"14134" 1990-09-11 1990 9 11 15 5 10
"14135" 1990-09-12 1990 9 12 18 7 12.5
"14136" 1990-09-13 1990 9 13 18 3 10.5
"14137" 1990-09-14 1990 9 14 18 2 10
"14138" 1990-09-15 1990 9 15 17 3 10
"14139" 1990-09-16 1990 9 16 10 1 5.5
"14140" 1990-09-17 1990 9 17 4 -1 1.5
"14141" 1990-09-18 1990 9 18 4 0 2
"14142" 1990-09-19 1990 9 19 4 -2 1
"14143" 1990-09-20 1990 9 20 5 -2 1.5
"14144" 1990-09-21 1990 9 21 6 -2 2
"14145" 1990-09-22 1990 9 22 8 -2 3
"14146" 1990-09-23 1990 9 23 11 -1 5
"14147" 1990-09-24 1990 9 24 12 1 6.5
"14148" 1990-09-25 1990 9 25 11 1 6
"14149" 1990-09-26 1990 9 26 8 1 4.5
"14150" 1990-09-27 1990 9 27 8 -1 3.5
"14151" 1990-09-28 1990 9 28 3 -2 0.5
"14152" 1990-09-29 1990 9 29 3 -2 0.5
"14153" 1990-09-30 1990 9 30 9 -1 4
"14154" 1990-10-01 1990 10 1 10 1 5.5
"14155" 1990-10-02 1990 10 2 4 -5 -0.5
"14156" 1990-10-03 1990 10 3 -4 -10 -7
"14157" 1990-10-04 1990 10 4 6 -5 0.5
"14158" 1990-10-05 1990 10 5 9 1 5
"14159" 1990-10-06 1990 10 6 7 -1 3
"14160" 1990-10-07 1990 10 7 1 -5 -2
"14161" 1990-10-08 1990 10 8 -6 -15 -10.5
"14162" 1990-10-09 1990 10 9 -8 -17 -12.5
"14163" 1990-10-10 1990 10 10 1 -8 -3.5
"14164" 1990-10-11 1990 10 11 -8 -11 -9.5
"14165" 1990-10-12 1990 10 12 -1 -11 -6
"14166" 1990-10-13 1990 10 13 4 -7 -1.5
"14167" 1990-10-14 1990 10 14 2 -8 -3
"14168" 1990-10-15 1990 10 15 4 -4 0
"14169" 1990-10-16 1990 10 16 5 -11 -3
"14170" 1990-10-17 1990 10 17 -8 -17 -12.5
"14171" 1990-10-18 1990 10 18 2 -8 -3
"14172" 1990-10-19 1990 10 19 0.908048669 -8.473352948 -3.782652139
"14173" 1990-10-20 1990 10 20 -10.04512419 -15.00604063 -12.52558241
"14174" 1990-10-21 1990 10 21 -4.634329616 -17.33109511 -10.98271237
"14175" 1990-10-22 1990 10 22 1 -7 -3
"14176" 1990-10-23 1990 10 23 -2 -7 -4.5
"14177" 1990-10-24 1990 10 24 -1 -6 -3.5
"14178" 1990-10-25 1990 10 25 5 -3 1
"14179" 1990-10-26 1990 10 26 4 -4 0
"14180" 1990-10-27 1990 10 27 5 -3 1
"14181" 1990-10-28 1990 10 28 4 -1 1.5
"14182" 1990-10-29 1990 10 29 3 -2 0.5
"14183" 1990-10-30 1990 10 30 3 -3 0
"14184" 1990-10-31 1990 10 31 1 -6 -2.5
"14185" 1990-11-01 1990 11 1 0 -8 -4
"14186" 1990-11-02 1990 11 2 -5 -17 -11
"14187" 1990-11-03 1990 11 3 -10 -18 -14
"14188" 1990-11-04 1990 11 4 -9 -14 -11.5
"14189" 1990-11-05 1990 11 5 -9 -19 -14
"14190" 1990-11-06 1990 11 6 -14 -21 -17.5
"14191" 1990-11-07 1990 11 7 -8 -14 -11
"14192" 1990-11-08 1990 11 8 -11 -14 -12.5
"14193" 1990-11-09 1990 11 9 -6 -13 -9.5
"14194" 1990-11-10 1990 11 10 -3 -7 -5
"14195" 1990-11-11 1990 11 11 3 -3 0
"14196" 1990-11-12 1990 11 12 7 -2 2.5
"14197" 1990-11-13 1990 11 13 2 -1 0.5
"14198" 1990-11-14 1990 11 14 2 -1 0.5
"14199" 1990-11-15 1990 11 15 0 -8 -4
"14200" 1990-11-16 1990 11 16 1 -7 -3
"14201" 1990-11-17 1990 11 17 -2 -8 -5
"14202" 1990-11-18 1990 11 18 -5 -9 -7
"14203" 1990-11-19 1990 11 19 -2 -7 -4.5
"14204" 1990-11-20 1990 11 20 0 -14 -7
"14205" 1990-11-21 1990 11 21 -14 -22 -18
"14206" 1990-11-22 1990 11 22 -9 -18 -13.5
"14207" 1990-11-23 1990 11 23 -3 -9 -6
"14208" 1990-11-24 1990 11 24 -4 -5 -4.5
"14209" 1990-11-25 1990 11 25 4 -6 -1
"14210" 1990-11-26 1990 11 26 -2 -16 -9
"14211" 1990-11-27 1990 11 27 -19 -22 -20.5
"14212" 1990-11-28 1990 11 28 -15 -23 -19
"14213" 1990-11-29 1990 11 29 -4 -14 -9
"14214" 1990-11-30 1990 11 30 -4 -12 -8
"14215" 1990-12-01 1990 12 1 -10 -14 -12
"14216" 1990-12-02 1990 12 2 -13 -26 -19.5
"14217" 1990-12-03 1990 12 3 -11 -26 -18.5
"14218" 1990-12-04 1990 12 4 -3 -14 -8.5
"14219" 1990-12-05 1990 12 5 -7 -15 -11
"14220" 1990-12-06 1990 12 6 -14 -22 -18
"14221" 1990-12-07 1990 12 7 -5 -14 -9.5
"14222" 1990-12-08 1990 12 8 -5 -8 -6.5
"14223" 1990-12-09 1990 12 9 -2 -9 -5.5
"14224" 1990-12-10 1990 12 10 2 -5 -1.5
"14225" 1990-12-11 1990 12 11 -2 -8 -5
"14226" 1990-12-12 1990 12 12 -8 -10 -9
"14227" 1990-12-13 1990 12 13 -10 -12 -11
"14228" 1990-12-14 1990 12 14 -9 -25 -17
"14229" 1990-12-15 1990 12 15 -11 -25 -18
"14230" 1990-12-16 1990 12 16 -9 -16 -12.5
"14231" 1990-12-17 1990 12 17 -16 -18 -17
"14232" 1990-12-18 1990 12 18 -16 -20 -18
"14233" 1990-12-19 1990 12 19 -11 -16 -13.5
"14234" 1990-12-20 1990 12 20 -16 -22 -19
"14235" 1990-12-21 1990 12 21 -22 -30 -26
"14236" 1990-12-22 1990 12 22 -30 -32 -31
"14237" 1990-12-23 1990 12 23 -25.24590628 -35.0228534 -30.13437984
"14238" 1990-12-24 1990 12 24 -18.82647949 -23.323749 -21.07511425
"14239" 1990-12-25 1990 12 25 -21 -24 -22.5
"14240" 1990-12-26 1990 12 26 -20 -25 -22.5
"14241" 1990-12-27 1990 12 27 -9 -23 -16
"14242" 1990-12-28 1990 12 28 -8 -13 -10.5
"14243" 1990-12-29 1990 12 29 -13 -25 -19
"14244" 1990-12-30 1990 12 30 -12 -29 -20.5
"14245" 1990-12-31 1990 12 31 -11 -17 -14
"14246" 1991-01-01 1991 1 1 -9 -14 -11.5
"14247" 1991-01-02 1991 1 2 -7 -12 -9.5
"14248" 1991-01-03 1991 1 3 -5 -9 -7
"14249" 1991-01-04 1991 1 4 -5 -10 -7.5
"14250" 1991-01-05 1991 1 5 -9 -14 -11.5
"14251" 1991-01-06 1991 1 6 -8 -15 -11.5
"14252" 1991-01-07 1991 1 7 -10 -14 -12
"14253" 1991-01-08 1991 1 8 -12 -16 -14
"14254" 1991-01-09 1991 1 9 -7 -16 -11.5
"14255" 1991-01-10 1991 1 10 -12 -17 -14.5
"14256" 1991-01-11 1991 1 11 -15 -18 -16.5
"14257" 1991-01-12 1991 1 12 -11 -16 -13.5
"14258" 1991-01-13 1991 1 13 -10 -13 -11.5
"14259" 1991-01-14 1991 1 14 -12 -17 -14.5
"14260" 1991-01-15 1991 1 15 -14 -18 -16
"14261" 1991-01-16 1991 1 16 -15 -18 -16.5
"14262" 1991-01-17 1991 1 17 -15 -19 -17
"14263" 1991-01-18 1991 1 18 -4 -16 -10
"14264" 1991-01-19 1991 1 19 -8 -18 -13
"14265" 1991-01-20 1991 1 20 -19 -24 -21.5
"14266" 1991-01-21 1991 1 21 -16 -21 -18.5
"14267" 1991-01-22 1991 1 22 -16 -20 -18
"14268" 1991-01-23 1991 1 23 -19 -24 -21.5
"14269" 1991-01-24 1991 1 24 -18 -24 -21
"14270" 1991-01-25 1991 1 25 -19 -23 -21
"14271" 1991-01-26 1991 1 26 -16 -20 -18
"14272" 1991-01-27 1991 1 27 -17 -20 -18.5
"14273" 1991-01-28 1991 1 28 -15 -20 -17.5
"14274" 1991-01-29 1991 1 29 -18 -23 -20.5
"14275" 1991-01-30 1991 1 30 -16 -23 -19.5
"14276" 1991-01-31 1991 1 31 -8 -16 -12
"14277" 1991-02-01 1991 2 1 -1 -9 -5
"14278" 1991-02-02 1991 2 2 0 -12 -6
"14279" 1991-02-03 1991 2 3 -8 -13 -10.5
"14280" 1991-02-04 1991 2 4 -5 -16 -10.5
"14281" 1991-02-05 1991 2 5 -1 -10 -5.5
"14282" 1991-02-06 1991 2 6 -6 -11 -8.5
"14283" 1991-02-07 1991 2 7 -2 -7 -4.5
"14284" 1991-02-08 1991 2 8 -2 -10 -6
"14285" 1991-02-09 1991 2 9 -4 -12 -8
"14286" 1991-02-10 1991 2 10 -4 -11 -7.5
"14287" 1991-02-11 1991 2 11 -2 -11 -6.5
"14288" 1991-02-12 1991 2 12 -6 -12 -9
"14289" 1991-02-13 1991 2 13 -12 -15 -13.5
"14290" 1991-02-14 1991 2 14 -9 -10 -9.5
"14291" 1991-02-15 1991 2 15 -6 -10 -8
"14292" 1991-02-16 1991 2 16 -6 -9 -7.5
"14293" 1991-02-17 1991 2 17 -8 -18 -13
"14294" 1991-02-18 1991 2 18 -13 -21 -17
"14295" 1991-02-19 1991 2 19 -12 -22 -17
"14296" 1991-02-20 1991 2 20 -9 -13 -11
"14297" 1991-02-21 1991 2 21 -8 -12 -10
"14298" 1991-02-22 1991 2 22 -3 -9 -6
"14299" 1991-02-23 1991 2 23 -6 -13 -9.5
"14300" 1991-02-24 1991 2 24 -12 -21 -16.5
"14301" 1991-02-25 1991 2 25 -15 -21 -18
"14302" 1991-02-26 1991 2 26 -11 -21 -16
"14303" 1991-02-27 1991 2 27 -9 -18 -13.5
"14304" 1991-02-28 1991 2 28 -5 -14 -9.5
"14305" 1991-03-01 1991 3 1 -6 -11 -8.5
"14306" 1991-03-02 1991 3 2 -9 -13 -11
"14307" 1991-03-03 1991 3 3 -7 -13 -10
"14308" 1991-03-04 1991 3 4 -4 -10 -7
"14309" 1991-03-05 1991 3 5 -5 -21 -13
"14310" 1991-03-06 1991 3 6 -18 -24 -21
"14311" 1991-03-07 1991 3 7 -19 -24 -21.5
"14312" 1991-03-08 1991 3 8 -5 -20 -12.5
"14313" 1991-03-09 1991 3 9 -5 -9 -7
"14314" 1991-03-10 1991 3 10 -4 -9 -6.5
"14315" 1991-03-11 1991 3 11 -5.133755649 -13.52196565 -9.327860647
"14316" 1991-03-12 1991 3 12 -12.21990716 -17.44391472 -14.83191094
"14317" 1991-03-13 1991 3 13 -8.51495833 -17.41900949 -12.96698391
"14318" 1991-03-14 1991 3 14 -10.6937011 -16.73122052 -13.71246081
"14319" 1991-03-15 1991 3 15 -10.22694877 -15.72410531 -12.97552704
"14320" 1991-03-16 1991 3 16 -8.590831696 -14.70469334 -11.64776252
"14321" 1991-03-17 1991 3 17 -9.620615225 -14.90874609 -12.26468066
"14322" 1991-03-18 1991 3 18 -4.244180794 -12.2616708 -8.252925798
"14323" 1991-03-19 1991 3 19 -2.443525211 -11.58245341 -7.012989309
"14324" 1991-03-20 1991 3 20 -10.57261722 -14.21052641 -12.39157182
"14325" 1991-03-21 1991 3 21 -8.289725203 -15.04859346 -11.66915933
"14326" 1991-03-22 1991 3 22 -12.3662367 -15.71117534 -14.03870602
"14327" 1991-03-23 1991 3 23 -6.836013342 -14.98314822 -10.90958078
"14328" 1991-03-24 1991 3 24 -0.940141195 -10.17895298 -5.559547088
"14329" 1991-03-25 1991 3 25 0 -7 -3.5
"14330" 1991-03-26 1991 3 26 -6 -11 -8.5
"14331" 1991-03-27 1991 3 27 -13 -17 -15
"14332" 1991-03-28 1991 3 28 -10 -18 -14
"14333" 1991-03-29 1991 3 29 -10 -18 -14
"14334" 1991-03-30 1991 3 30 -10 -19 -14.5
"14335" 1991-03-31 1991 3 31 -1 -12 -6.5
"14336" 1991-04-01 1991 4 1 3 -7 -2
"14337" 1991-04-02 1991 4 2 0 -7 -3.5
"14338" 1991-04-03 1991 4 3 -2 -8 -5
"14339" 1991-04-04 1991 4 4 1 -8 -3.5
"14340" 1991-04-05 1991 4 5 5 -3 1
"14341" 1991-04-06 1991 4 6 6 0 3
"14342" 1991-04-07 1991 4 7 4 -9 -2.5
"14343" 1991-04-08 1991 4 8 -10 -18 -14
"14344" 1991-04-09 1991 4 9 -8 -19 -13.5
"14345" 1991-04-10 1991 4 10 -4 -14 -9
"14346" 1991-04-11 1991 4 11 -10 -16 -13
"14347" 1991-04-12 1991 4 12 -9 -18 -13.5
"14348" 1991-04-13 1991 4 13 -13 -19 -16
"14349" 1991-04-14 1991 4 14 -10 -19 -14.5
"14350" 1991-04-15 1991 4 15 0 -11 -5.5
"14351" 1991-04-16 1991 4 16 4 -4 0
"14352" 1991-04-17 1991 4 17 4 -6 -1
"14353" 1991-04-18 1991 4 18 -0.944369217 -10.26707949 -5.605724353
"14354" 1991-04-19 1991 4 19 -3.541094257 -11.215616 -7.378355128
"14355" 1991-04-20 1991 4 20 0.291638874 -6.983672657 -3.346016892
"14356" 1991-04-21 1991 4 21 -1.053466468 -12.32738897 -6.690427717
"14357" 1991-04-22 1991 4 22 -1 -11 -6
"14358" 1991-04-23 1991 4 23 -2 -10 -6
"14359" 1991-04-24 1991 4 24 0 -10.69559177 -5.347795886
"14360" 1991-04-25 1991 4 25 0.971049846 -9.847617969 -4.438284062
"14361" 1991-04-26 1991 4 26 -10.59270023 -17.02531879 -13.80900951
"14362" 1991-04-27 1991 4 27 -9.974448232 -18.51694183 -14.24569503
"14363" 1991-04-28 1991 4 28 -11.82606696 -18.81454894 -15.32030795
"14364" 1991-04-29 1991 4 29 -10.26087343 -14.59845113 -12.42966228
"14365" 1991-04-30 1991 4 30 -10.84025097 -14.58145463 -12.7108528
"14366" 1991-05-01 1991 5 1 -0.962355507 -11.35722793 -6.159791721
"14367" 1991-05-02 1991 5 2 0.052444437 -9.356999418 -4.652277491
"14368" 1991-05-03 1991 5 3 -3.712451037 -10.39777019 -7.055110612
"14369" 1991-05-04 1991 5 4 -7 -11 -9
"14370" 1991-05-05 1991 5 5 -8 -13 -10.5
"14371" 1991-05-06 1991 5 6 0 -8 -4
"14372" 1991-05-07 1991 5 7 -1 -7 -4
"14373" 1991-05-08 1991 5 8 9 -4 2.5
"14374" 1991-05-09 1991 5 9 9 2 5.5
"14375" 1991-05-10 1991 5 10 9 2 5.5
"14376" 1991-05-11 1991 5 11 9 1 5
"14377" 1991-05-12 1991 5 12 1 -9 -4
"14378" 1991-05-13 1991 5 13 10 -6 2
"14379" 1991-05-14 1991 5 14 8.221641962 -2.880099348 2.670771307
"14380" 1991-05-15 1991 5 15 10 -5 2.5
"14381" 1991-05-16 1991 5 16 0 -6 -3
"14382" 1991-05-17 1991 5 17 3 -4 -0.5
"14383" 1991-05-18 1991 5 18 3 -2 0.5
"14384" 1991-05-19 1991 5 19 9 2 5.5
"14385" 1991-05-20 1991 5 20 10 1 5.5
"14386" 1991-05-21 1991 5 21 8 1 4.5
"14387" 1991-05-22 1991 5 22 6 -1 2.5
"14388" 1991-05-23 1991 5 23 7 -1 3
"14389" 1991-05-24 1991 5 24 3 -3 0
"14390" 1991-05-25 1991 5 25 7 -1 3
"14391" 1991-05-26 1991 5 26 9 -1 4
"14392" 1991-05-27 1991 5 27 8 -1 3.5
"14393" 1991-05-28 1991 5 28 9 2 5.5
"14394" 1991-05-29 1991 5 29 8 -3 2.5
"14395" 1991-05-30 1991 5 30 9 1 5
"14396" 1991-05-31 1991 5 31 9 -1 4
"14397" 1991-06-01 1991 6 1 3 -1 1
"14398" 1991-06-02 1991 6 2 1 -2 -0.5
"14399" 1991-06-03 1991 6 3 1 -3 -1
"14400" 1991-06-04 1991 6 4 6 -2 2
"14401" 1991-06-05 1991 6 5 11 2 6.5
"14402" 1991-06-06 1991 6 6 8 0 4
"14403" 1991-06-07 1991 6 7 5 -1 2
"14404" 1991-06-08 1991 6 8 11 2 6.5
"14405" 1991-06-09 1991 6 9 12 2 7
"14406" 1991-06-10 1991 6 10 8 0 4
"14407" 1991-06-11 1991 6 11 14 3 8.5
"14408" 1991-06-12 1991 6 12 15 4 9.5
"14409" 1991-06-13 1991 6 13 12 2 7
"14410" 1991-06-14 1991 6 14 10 0 5
"14411" 1991-06-15 1991 6 15 11 -1 5
"14412" 1991-06-16 1991 6 16 11 4 7.5
"14413" 1991-06-17 1991 6 17 13 4 8.5
"14414" 1991-06-18 1991 6 18 15 5 10
"14415" 1991-06-19 1991 6 19 14 6 10
"14416" 1991-06-20 1991 6 20 14 3 8.5
"14417" 1991-06-21 1991 6 21 12 2 7
"14418" 1991-06-22 1991 6 22 13 2 7.5
"14419" 1991-06-23 1991 6 23 13 1 7
"14420" 1991-06-24 1991 6 24 16 6 11
"14421" 1991-06-25 1991 6 25 17 7 12
"14422" 1991-06-26 1991 6 26 15 5 10
"14423" 1991-06-27 1991 6 27 12 4 8
