"data_source","date","yr","mon","doy","local_site","logger","metric","sensor","temp","flag"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_min","hmp3",-6.09,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","DTR","hmp1",11.467,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","DTR","hmp2",11.49,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","DTR","hmp3",11.395,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_avg","hmp1",-6.50359,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_max","hmp1",-3.443,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_min","hmp1",-11.66,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_avg","hmp2",-6.56221,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_max","hmp2",-3.562,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_min","hmp2",-11.75,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_avg","hmp3",-6.8538,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_max","hmp3",-3.443,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","airtemp_min","hmp3",-14.83,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","DTR","hmp1",8.217,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","DTR","hmp2",8.188,"n"
"raw hmps",2017-01-20,2017,1,20,"c1","cr1000","DTR","hmp3",11.387,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_avg","hmp1",-9.36553,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_max","hmp1",-0.892,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_min","hmp1",-16.95,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_avg","hmp2",-9.43887,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_max","hmp2",-0.82,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_min","hmp2",-17.05,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_avg","hmp3",-10.633,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_max","hmp3",-0.201,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","airtemp_min","hmp3",-19.98,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","DTR","hmp1",16.058,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","DTR","hmp2",16.23,"n"
"raw hmps",2017-01-21,2017,1,21,"c1","cr1000","DTR","hmp3",19.779,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_avg","hmp1",-8.64947,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_max","hmp1",-4.909,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_min","hmp1",-11.71,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_avg","hmp2",-8.72336,"n"
