"data_source","date","yr","mon","doy","local_site","logger","metric","sensor","temp","flag"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_min","hmp3",-10.88,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_min","hmp2",-10.72,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_avg","hmp3",-8.89251,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","DTR","hmp3",4.152,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","DTR","hmp1",4.224,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","DTR","hmp2",4.181,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_max","hmp1",-8.29,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_avg","hmp1",-11.8875,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_min","hmp2",-16.24,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_min","hmp1",-16.31,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_avg","hmp2",-11.85833,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_max","hmp2",-8.34,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_min","hmp3",-16.52,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","DTR","hmp1",8.02,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_avg","hmp3",-12.04583,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","airtemp_max","hmp3",-8.51,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","DTR","hmp2",7.9,"n"
"raw hmps",2018-01-15,2018,1,15,"sdl","cr1000","DTR","hmp3",8.01,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_max","hmp2",-3.367,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_min","hmp2",-16.16,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_min","hmp3",-16.4,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","DTR","hmp1",13.05,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_avg","hmp3",-10.52032,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_max","hmp3",-3.535,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_avg","hmp1",-10.3217,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_max","hmp1",-3.2,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_min","hmp1",-16.25,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","airtemp_avg","hmp2",-10.30854,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","DTR","hmp3",12.865,"n"
"raw hmps",2018-01-16,2018,1,16,"sdl","cr1000","DTR","hmp2",12.793,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","DTR","hmp1",5.166,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","DTR","hmp2",5.162,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_min","hmp3",-10.06,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_avg","hmp1",-6.7535,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_max","hmp1",-4.724,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_min","hmp1",-9.89,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_avg","hmp2",-6.7383,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_max","hmp2",-4.678,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_min","hmp2",-9.84,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_avg","hmp3",-6.88017,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","airtemp_max","hmp3",-4.773,"n"
"raw hmps",2018-01-17,2018,1,17,"sdl","cr1000","DTR","hmp3",5.287,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","DTR","hmp1",9.853,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","DTR","hmp2",9.853,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","DTR","hmp3",9.947,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_min","hmp3",-8.4,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_avg","hmp1",-2.43629,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_max","hmp1",1.643,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_min","hmp1",-8.21,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_avg","hmp2",-2.48138,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_max","hmp2",1.643,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_min","hmp2",-8.21,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_avg","hmp3",-2.57069,"n"
"raw hmps",2018-01-18,2018,1,18,"sdl","cr1000","airtemp_max","hmp3",1.547,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","DTR","hmp2",4.135,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","DTR","hmp3",4.111,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_min","hmp1",-3.955,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_avg","hmp2",-1.73378,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_avg","hmp1",-1.64355,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_max","hmp1",0.18,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_avg","hmp3",-1.78199,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_max","hmp3",0.037,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_max","hmp2",0.108,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_min","hmp2",-4.027,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","airtemp_min","hmp3",-4.074,"n"
"raw hmps",2018-01-19,2018,1,19,"sdl","cr1000","DTR","hmp1",4.135,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_avg","hmp1",-3.93718,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_max","hmp1",0.419,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_avg","hmp2",-3.9996,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_max","hmp2",0.395,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_min","hmp2",-8.81,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_min","hmp1",-8.74,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_max","hmp3",0.324,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_min","hmp3",-8.95,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","DTR","hmp1",9.159,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","airtemp_avg","hmp3",-4.07174,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","DTR","hmp3",9.274,"n"
"raw hmps",2018-01-20,2018,1,20,"sdl","cr1000","DTR","hmp2",9.205,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_max","hmp1",-8.09,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_min","hmp1",-18.94,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_avg","hmp1",-15.69771,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","DTR","hmp3",10.85,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_avg","hmp2",-15.63444,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_max","hmp2",-8.14,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_min","hmp2",-18.87,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_avg","hmp3",-15.87396,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_max","hmp3",-8.26,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","airtemp_min","hmp3",-19.11,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","DTR","hmp1",10.85,"n"
"raw hmps",2018-01-21,2018,1,21,"sdl","cr1000","DTR","hmp2",10.73,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_avg","hmp1",-16.47243,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_max","hmp1",-12.9,"n"
