LTER_site,local_site,year,date,plotid,site,plot,rem,nut,spp,USDA_code,USDA_name,growth_habit,hits
NWT,Longs,2017,2017-07-24,1_CAX,1,CAX,A,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,1
NWT,Longs,2017,2017-07-24,1_CAX,1,CAX,A,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,6
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,ARTSCO,ARSC,Artemisia scopulorum,forb,16
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,BISBIS,POBI6,Polygonum bistortoides,forb,2
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,CALLEP,CALE4,Caltha leptosepala,forb,6
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,4
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,CHIJAM,CHJA,Chionophila jamesii,forb,0.5
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,33
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,ERISIM,ERSI3,Erigeron simplex,forb,0.5
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,GENALG,GEAL2,Gentiana algida,forb,0.5
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,30
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,litter,2LTR,Litter,ground cover,1
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,LLOSER,LLSE,Lloydia serotina,forb,0.5
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,MERLAN,MELA3,Mertensia lanceolata,forb,1
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,1
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,6
NWT,Longs,2017,2017-07-24,1_CBX,1,CBX,B,X,TRISPI,TRSP2,Trisetum spicatum,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,ARTSCO,ARSC,Artemisia scopulorum,forb,8
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,CALLEP,CALE4,Caltha leptosepala,forb,1
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,36
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,CASOCC,CAOC4,Castilleja occidentalis,forb,0.5
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,FESBRA,FEBR,Festuca brachyphylla,graminoid,1
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,GEUROS,GEROT,Geum rossii var. turbinatum,forb,33
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,litter,2LTR,Litter,ground cover,7
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,LUZSPI,LUSP4,Luzula spicata,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,rock,2RF,"Rock, fragments",ground cover,1
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,1
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,12
NWT,Longs,2017,2017-07-24,1_CDN,1,CDN,D,N,TRISPI,TRSP2,Trisetum spicatum,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,ARTSCO,ARSC,Artemisia scopulorum,forb,20
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,BISBIS,POBI6,Polygonum bistortoides,forb,3
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,BISVIV,POVI3,Polygonum viviparum,forb,1
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,CALLEP,CALE4,Caltha leptosepala,forb,5
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,12
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,CASOCC,CAOC4,Castilleja occidentalis,forb,4
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,CHIJAM,CHJA,Chionophila jamesii,forb,0.5
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,ERISIM,ERSI3,Erigeron simplex,forb,0.5
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,FESBRA,FEBR,Festuca brachyphylla,graminoid,2
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,GENALG,GEAL2,Gentiana algida,forb,3
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,38
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,litter,2LTR,Litter,ground cover,1
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,LLOSER,LLSE,Lloydia serotina,forb,0.5
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,LUZSPI,LUSP4,Luzula spicata,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,POAARC,POARG,Poa arctica ssp. grayana,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,SALIX_SP1,SALIX,Salix,"shrub, subshrub",1
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,1
NWT,Longs,2017,2017-07-24,1_CDX,1,CDX,D,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,9
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,ARTSCO,ARSC,Artemisia scopulorum,forb,11
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,bare,2BARE,Bare Ground,ground cover,2
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,BISBIS,POBI6,Polygonum bistortoides,forb,3
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,CALLEP,CALE4,Caltha leptosepala,forb,3
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,30
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,DESCAE,DECE,Deschampsia cespitosa,graminoid,23
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,DRACRA2,DRCR2,Draba crassifolia,forb,0.5
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,FESBRA,FEBR,Festuca brachyphylla,graminoid,1
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,GENALG,GEAL2,Gentiana algida,forb,0.5
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,GEUROS,GEROT,Geum rossii var. turbinatum,forb,4
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,litter,2LTR,Litter,ground cover,3
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,LLOSER,LLSE,Lloydia serotina,forb,1
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,LUZSPI,LUSP4,Luzula spicata,graminoid,1
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,POAARC,POARG,Poa arctica ssp. grayana,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,4
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,14
NWT,Longs,2017,2017-07-24,1_CXN,1,CXN,X,N,TRISPI,TRSP2,Trisetum spicatum,graminoid,0.5
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,4
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,6
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,CALLEP,CALE4,Caltha leptosepala,forb,3
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,6
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,CASOCC,CAOC4,Castilleja occidentalis,forb,0.5
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,30
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,FESBRA,FEBR,Festuca brachyphylla,graminoid,1
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,25
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,litter,2LTR,Litter,ground cover,1
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,POAALP,POAL2,Poa alpina,graminoid,1
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,2
NWT,Longs,2017,2017-07-24,1_CXX,1,CXX,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,21
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,ARTSCO,ARSC,Artemisia scopulorum,forb,4
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,BISBIS,POBI6,Polygonum bistortoides,forb,1
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,CALLEP,CALE4,Caltha leptosepala,forb,0.5
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,23
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,DESCAE,DECE,Deschampsia cespitosa,graminoid,63
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,GENALG,GEAL2,Gentiana algida,forb,4
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,litter,2LTR,Litter,ground cover,4
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,MERLAN,MELA3,Mertensia lanceolata,forb,0.5
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
NWT,Edge,2017,2017-08-14,2_CAN,2,CAN,A,N,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,ARTSCO,ARSC,Artemisia scopulorum,forb,17
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,BISBIS,POBI6,Polygonum bistortoides,forb,2
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,1
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,70
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,GENALG,GEAL2,Gentiana algida,forb,3
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,litter,2LTR,Litter,ground cover,2
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,MERLAN,MELA3,Mertensia lanceolata,forb,2
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,SEDLAN,SELA,Sedum lanceolatum,forb,1
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,2
NWT,Edge,2017,2017-08-14,2_CAX,2,CAX,A,X,TRISPI,TRSP2,Trisetum spicatum,graminoid,0.5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,ARTSCO,ARSC,Artemisia scopulorum,forb,12
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,BISBIS,POBI6,Polygonum bistortoides,forb,0.5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,CALLEP,CALE4,Caltha leptosepala,forb,1
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,0.5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,55
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,GENALG,GEAL2,Gentiana algida,forb,5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,12
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,litter,2LTR,Litter,ground cover,1
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,LUZSPI,LUSP4,Luzula spicata,graminoid,0.5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,POAALP,POAL2,Poa alpina,graminoid,1
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
NWT,Edge,2017,2017-08-14,2_CBX,2,CBX,B,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,13
NWT,Edge,2017,2017-08-14,2_CDN,2,CDN,D,N,ARTSCO,ARSC,Artemisia scopulorum,forb,7
NWT,Edge,2017,2017-08-14,2_CDN,2,CDN,D,N,BISBIS,POBI6,Polygonum bistortoides,forb,6
NWT,Edge,2017,2017-08-14,2_CDN,2,CDN,D,N,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,76
NWT,Edge,2017,2017-08-14,2_CDN,2,CDN,D,N,GEUROS,GEROT,Geum rossii var. turbinatum,forb,8
NWT,Edge,2017,2017-08-14,2_CDN,2,CDN,D,N,MERLAN,MELA3,Mertensia lanceolata,forb,3
NWT,Edge,2017,2017-08-14,2_CDN,2,CDN,D,N,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
NWT,Edge,2017,2017-08-14,2_CDN,2,CDN,D,N,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,ARTSCO,ARSC,Artemisia scopulorum,forb,20
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,BISBIS,POBI6,Polygonum bistortoides,forb,2
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,CALLEP,CALE4,Caltha leptosepala,forb,3
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,6
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,CASOCC,CAOC4,Castilleja occidentalis,forb,1
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,GENALG,GEAL2,Gentiana algida,forb,6
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,GENAMA,GEAM3,Gentianella amarella,forb,0.5
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,46
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,litter,2LTR,Litter,ground cover,1
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,MERLAN,MELA3,Mertensia lanceolata,forb,4
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,POTDIV,PODI2,Potentilla diversifolia,forb,1
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
NWT,Edge,2017,2017-08-14,2_CDX,2,CDX,D,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,10
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,ARTSCO,ARSC,Artemisia scopulorum,forb,7
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,BISBIS,POBI6,Polygonum bistortoides,forb,2
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,CALLEP,CALE4,Caltha leptosepala,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,31
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,DESCAE,DECE,Deschampsia cespitosa,graminoid,53
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,GENALG,GEAL2,Gentiana algida,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,GEUROS,GEROT,Geum rossii var. turbinatum,forb,2
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,litter,2LTR,Litter,ground cover,2
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,LLOSER,LLSE,Lloydia serotina,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXN,2,CXN,X,N,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,3
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,12
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,6
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,CALLEP,CALE4,Caltha leptosepala,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,CASOCC,CAOC4,Castilleja occidentalis,forb,2
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,CHIJAM,CHJA,Chionophila jamesii,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,53
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,GENALG,GEAL2,Gentiana algida,forb,4
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,GENAMA,GEAM3,Gentianella amarella,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,14
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,litter,2LTR,Litter,ground cover,1
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,POAALP,POAL2,Poa alpina,graminoid,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
NWT,Edge,2017,2017-08-14,2_CXX,2,CXX,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,8
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,ARTSCO,ARSC,Artemisia scopulorum,forb,4.95
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,BISBIS,POBI6,Polygonum bistortoides,forb,9.9
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,CALLEP,CALE4,Caltha leptosepala,forb,4.95
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,DESCAE,DECE,Deschampsia cespitosa,graminoid,75.25
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,GENALG,GEAL2,Gentiana algida,forb,2.97
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,GENAMA,GEAM3,Gentianella amarella,forb,0.5
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,litter,2LTR,Litter,ground cover,1
NWT,Edge,2017,2017-08-14,3_CAN,3,CAN,A,N,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,ARTSCO,ARSC,Artemisia scopulorum,forb,9
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,BISBIS,POBI6,Polygonum bistortoides,forb,6
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,CALLEP,CALE4,Caltha leptosepala,forb,7
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,CASOCC,CAOC4,Castilleja occidentalis,forb,0.5
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,69
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,ERISIM,ERSI3,Erigeron simplex,forb,1
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,GENALG,GEAL2,Gentiana algida,forb,1
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,GENAMA,GEAM3,Gentianella amarella,forb,0.5
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,litter,2LTR,Litter,ground cover,2
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,RHOINT,RHIN11,Rhodiola integrifolia,forb,1
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,4
NWT,Edge,2017,2017-08-14,3_CAX,3,CAX,A,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,0.5
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,ARTSCO,ARSC,Artemisia scopulorum,forb,16
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,BISBIS,POBI6,Polygonum bistortoides,forb,8
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,CALLEP,CALE4,Caltha leptosepala,forb,2
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,8
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,CASOCC,CAOC4,Castilleja occidentalis,forb,1
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,CHIJAM,CHJA,Chionophila jamesii,forb,0.5
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,35
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,FESBRA,FEBR,Festuca brachyphylla,graminoid,2
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,GENALG,GEAL2,Gentiana algida,forb,2
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,GENAMA,GEAM3,Gentianella amarella,forb,1
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,9
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,litter,2LTR,Litter,ground cover,3
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,LUZSPI,LUSP4,Luzula spicata,graminoid,0.5
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,POAALP,POAL2,Poa alpina,graminoid,1
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,SAXRHO,SARH2,Saxifraga rhomboidea,forb,0.5
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,SEDLAN,SELA,Sedum lanceolatum,forb,0.5
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,2
NWT,Edge,2017,2017-08-16,3_CBX,3,CBX,B,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,10
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,ARTSCO,ARSC,Artemisia scopulorum,forb,1
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,BISBIS,POBI6,Polygonum bistortoides,forb,2
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,CALLEP,CALE4,Caltha leptosepala,forb,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,92
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,ERISIM,ERSI3,Erigeron simplex,forb,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,GENALG,GEAL2,Gentiana algida,forb,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,GENAMA,GEAM3,Gentianella amarella,forb,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,GEUROS,GEROT,Geum rossii var. turbinatum,forb,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,litter,2LTR,Litter,ground cover,1
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,LUZSPI,LUSP4,Luzula spicata,graminoid,0.5
NWT,Edge,2017,2017-08-14,3_CDN,3,CDN,D,N,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,4
NWT,Edge,2017,2017-08-14,3_CDX,3,CDX,D,X,ARTSCO,ARSC,Artemisia scopulorum,forb,15
NWT,Edge,2017,2017-08-14,3_CDX,3,CDX,D,X,BISBIS,POBI6,Polygonum bistortoides,forb,14
NWT,Edge,2017,2017-08-14,3_CDX,3,CDX,D,X,CALLEP,CALE4,Caltha leptosepala,forb,4
